0,1,2,3,4
4541,18035,2442,6857,945
4547,1920,420,1920,15046
4547,1920,5745,7608,18833
4547,1920,420,1920,3898
4559,15189,16342,11895,4804
4585,2365,6302,2365,11007
4585,2365,6302,11902,1631
4586,4616,17423,293,17847
4596,14514,2046,6902,979
4596,6902,2046,5715,6503
4596,127,2046,9894,10511
4597,10857,19170,4929,9186
4600,13541,961,10389,5123
4600,13541,961,18624,10389
4600,13541,961,10033,5518
4612,357,5956,6857,5349
4624,4442,2046,6902,16506
4624,4442,2046,3366,19049
4641,15468,6302,2365,7015
4644,9527,16342,11895,11414
4644,354,16342,1467,10662
4644,12879,16342,14930,15420
4645,8734,9744,1498,13526
4646,14742,2278,15993,16387
4646,14742,2278,2703,831
4646,14742,2278,11751,7040
4655,4445,963,17599,4257
4655,4445,963,18967,10256
4657,18791,15178,14622,17258
4657,18791,15178,14622,12612
4664,4194,6302,13597,1565
4664,4194,6302,18744,11816
4664,4194,6302,12349,353
4666,18809,961,10389,2411
4666,18809,961,5123,2283
4666,18809,961,16999,2411
4673,2756,16349,2756,4673
4673,2756,16349,8572,12764
4675,12092,2278,8998,5799
4675,12092,2278,13529,18929
4684,10265,6302,13800,14280
4688,9568,12912,15096,13399
4702,9989,17423,13620,1271
4702,2553,7485,13963,15031
4705,3345,963,9389,6569
4705,10900,963,16720,2217
4705,13004,963,9389,9595
4708,16958,12912,16958,18733
4709,1920,420,1920,9505
4709,1920,420,13527,456
4709,1920,5745,1920,10218
4710,5968,963,13261,10373
4728,152,4891,152,7390
4728,152,4891,16495,14303
4728,16495,4891,16495,15652
4732,15189,16342,15189,8110
4732,15189,16342,14930,15420
4733,10282,8102,5306,15398
4735,11288,14962,10830,17460
4735,11288,14962,12349,6716
4735,11288,14962,16445,10424
4737,12377,11058,12377,17414
4737,14341,11058,15338,14893
4737,10449,11058,14341,9328
4750,11731,9822,11731,4997
4750,11731,9822,11731,16179
4785,633,14393,14039,409
4790,6794,5956,945,11955
4790,6794,5956,6794,1385
4790,6794,5956,19623,19086
4791,5306,8102,5306,856
4791,17539,17423,4173,12010
4804,11895,16342,14930,15420
4804,11895,16342,354,5958
4804,11895,16342,11895,11532
4810,3517,13440,5261,6906
4810,3517,13440,8076,6796
4810,3517,13440,6796,10486
4811,6273,2723,2661,18970
4814,16958,12912,16958,14654
4814,16958,12912,9568,8823
4814,16958,12912,15096,11894
4817,11288,14962,8958,5458
4817,11288,14962,8958,5458
4833,6702,16342,12879,10377
4838,18035,2442,14057,15467
4838,18035,2442,6857,7802
4838,18035,2442,5349,88
4868,11024,11099,16229,12513
4868,11024,11099,11024,9864
4873,2708,11252,5883,9550
4873,2708,13533,1312,10405
4873,2708,11252,2708,8352
4886,8998,2278,8998,10308
4886,8998,963,11469,1617
4886,8998,2278,2703,9564
4897,9038,7814,11733,8768
4897,5126,7814,9025,5126
4904,6686,16342,1482,609
4904,6686,16342,10739,14123
4904,6686,16342,10739,14123
4909,1943,11058,2552,6712
4909,1943,11058,10449,15338
4927,9519,17423,7736,15792
4928,7836,13457,17105,1369
4943,250,16342,10441,5266
4943,250,16342,13143,10662
4943,250,16342,10785,2256
4952,8862,16342,1321,12002
4952,8862,16342,12879,5969
4954,9978,2046,6902,9894
4954,9978,2046,5715,750
4954,9978,2046,4442,14514
4959,6273,2723,158,6986
4961,1761,17423,18745,6978
4972,1920,420,1920,17969
4972,1920,420,1920,5079
4972,1920,420,1920,13126
4997,11731,9822,11731,129
5000,18901,11099,12632,4820
5000,12632,11099,9073,16165
5011,16229,11099,820,11233
5011,16229,11099,3535,14893
5016,6794,5956,5349,2098
5016,357,5956,14057,2793
5035,10857,19170,4929,9004
5035,10857,19170,4929,2543
5049,9978,2046,979,9588
5049,9978,2046,10511,3366
5049,9978,2046,5715,10308
5060,7836,13457,1915,17105
5060,7836,13457,6149,7226
5065,18812,16342,850,14277
5079,4913,5745,1915,15923
5079,4913,5745,10876,7292
5085,11275,6302,18744,5796
5089,18144,17423,17539,4455
5108,11288,14962,353,5302
5108,4388,651,4559,12125
5123,18624,961,18624,6174
5123,2411,961,18809,14509
5126,9025,7814,4538,8275
5126,6201,7814,6201,10759
5126,937,7814,19510,10759
5130,4546,8659,5921,9273
5158,10282,8102,6095,9325
5158,10282,8102,10282,99
5161,16370,18628,16370,5234
5161,16370,18628,16370,11287
5167,13004,963,12903,14454
5178,18719,6302,2365,16115
5193,10830,4551,17460,16445
5193,10830,14962,11288,14821
5193,10830,4551,5458,11878
5197,4538,7814,8336,9025
5227,18809,961,2283,6174
5227,18809,961,6174,5123
5227,18809,961,18809,12937
5229,1312,13533,2708,4873
5229,1312,13533,2708,8384
5229,1312,13533,1312,6465
5234,16370,18628,16370,1210
5235,8998,963,8998,10896
5236,1761,17423,9989,2553
5236,1761,17423,2590,8902
5261,6344,19154,10807,10389
5261,6906,19154,17877,5261
5261,6344,19154,8378,5261
5266,10441,16342,850,1467
5266,10441,16342,4644,18812
5266,10441,16342,354,1998
5283,951,13457,2051,7183
5284,15189,16342,11895,14308
5302,16445,14962,11878,17460
5302,16445,4551,12349,4544
5306,17684,651,10551,5307
5340,12903,963,4705,17466
5342,8862,16342,4422,4833
5342,8862,16342,2983,4164
5342,10441,16342,6686,13088
5343,5515,12183,7107,13353
5343,5515,12183,7100,30
5343,5515,12183,1498,8170
5349,2098,2278,7199,17819
5349,6857,5956,19086,15110
5353,19086,2442,6857,945
5364,1321,16342,11895,11532
5364,1321,16342,11895,14308
5364,1321,16342,18831,4644
5367,1321,16342,2256,18812
5367,1321,16342,17760,11460
5367,1321,16342,9527,12545
5371,1920,5745,7183,2051
5371,1920,5745,7183,18833
5372,17205,963,13919,13004
5374,19010,13440,1563,11313
5379,4897,7814,8768,10759
5379,5126,7814,15293,4897
5379,4897,7814,11733,5379
5381,18310,6875,18310,11018
5387,13218,14393,11131,337
5387,633,14393,6572,12428
5387,14039,14393,7603,7090
5392,6857,5956,5349,7802
5392,6857,1247,10178,19086
5392,6857,2442,7802,14057
5395,9568,12912,9568,13135
5404,11288,14962,5458,12349
5404,11288,14962,11288,12870
5404,11288,14962,17460,11878
5407,4929,19170,4929,13297
5408,2028,9934,2028,18484
5419,10857,19170,4929,9904
5419,10857,19170,4929,3860
5422,127,2046,127,4442
5426,9568,12912,16958,15864
5426,9568,12912,15096,11894
5427,15942,11099,5880,17540
5440,2708,11252,5883,14671
5445,7056,2123,7056,56
5458,9646,4551,11878,9646
5458,11878,4551,17767,720
5458,5302,14962,17460,10830
5459,17105,11388,7183,8045
5467,18812,16342,11895,13143
5478,18642,2723,1423,17596
5478,4238,2723,15045,11816
5487,14742,2278,12092,8024
5504,9993,13257,9993,12711
5504,9993,13257,9993,64
5506,13620,17423,9519,1197
5506,13620,17423,3320,4455
5508,11762,11099,5880,17540
5518,6174,961,17337,7579
5518,2283,961,2283,2781
5518,3312,961,947,13483
5525,3124,2123,7874,4961
5525,7056,2123,10887,3678
5525,12399,2123,10887,3678
5527,4422,16342,15189,9240
5527,4422,16342,2256,354
5527,4422,16342,9673,12879
5534,11751,2278,7199,18929
5534,11751,2278,8998,6798
5534,11751,2278,15993,2769
5558,12632,11099,820,16055
5571,9993,13257,9993,5504
5571,9993,13257,9993,10043
5586,6273,2723,5478,18642
5586,6273,2723,15045,12619
5586,6273,2723,18970,14234
5596,10441,16342,10739,10498
5602,9797,7485,8668,11442
5606,18572,5956,6857,7802
5606,18572,5956,88,945
5606,18572,5956,88,14057
5634,17205,963,17590,8588
5636,7899,13457,8045,7183
5655,357,5956,357,12318
5655,357,5956,14057,19086
5655,357,5956,12415,10178
5659,2365,6302,18719,5440
5668,4929,19170,4929,11363
5672,11288,14962,16445,11878
5685,8572,16349,2756,17997
5685,8572,16349,8572,5525
5685,8572,16349,8572,10044
5690,16958,12912,9568,18733
5690,16958,12912,16958,9921
5690,16958,12912,15096,13399
5701,17684,651,15702,4989
5709,17205,963,17205,12052
5715,979,2046,979,4442
5715,9894,2046,9978,14200
5715,15670,2046,4596,10511
5716,4929,19170,10857,6929
5722,2645,7485,13963,13020
5722,2645,7485,9797,15356
5722,2645,7485,5340,6798
5723,15317,963,17205,8382
5749,10389,961,10389,10033
5750,7736,17423,18745,8817
5750,7736,17423,1761,1886
5754,5908,1924,7842,10397
5754,5908,1924,10198,17332
5756,5908,1924,7842,4130
5756,5908,1924,7842,10198
5762,7899,13457,7836,18511
5763,12960,14430,605,1756
5783,11637,11291,16633,14255
5783,11637,11291,16633,14255
5792,8572,16349,2756,4673
5792,8572,16349,2756,7141
5792,8572,16349,8572,17997
5795,152,4891,152,16495
5795,152,4891,16989,16588
5808,4194,6302,2365,6147
5810,6200,9744,7107,6867
5810,30,9744,11907,17316
5810,1498,9744,13353,7519
5819,15596,651,4388,18598
5838,2028,9934,2028,14810
5838,2028,9934,2028,5838
5838,2028,9934,2028,12946
5842,8998,963,2217,12010
5842,8998,2278,11751,10308
5847,2645,7485,5340,4445
5849,13353,9744,13554,7100
5849,6200,9744,13554,19000
5849,19000,12183,13554,8170
5850,16747,1924,1394,15044
5863,16958,12912,16958,4814
5863,16958,12912,9568,8767
5863,16958,12912,16958,14973
5867,2756,16349,2756,8553
5867,2756,16349,8572,3432
5867,2756,16349,2756,8553
5874,10389,961,17337,13597
5874,16999,961,2781,10389
5875,1920,5745,7608,1817
5875,1920,420,1920,19426
5875,1920,5745,8045,1915
5888,1761,17423,3154,17493
5888,1761,17423,2590,205
5901,19010,13440,17327,7394
5901,19010,13440,6796,17327
5909,2708,11252,2708,8382
5909,2708,11252,5883,17209
5909,2708,13533,2708,18665
5916,12092,2278,2703,9588
5916,12092,2278,17815,17299
5916,12092,2278,4647,16570
5921,3279,963,10900,5723
5926,4559,651,15596,17796
5938,15335,7814,9038,5379
5938,15335,7814,8950,13703
5938,15335,7814,5126,8768
5951,14742,2278,7199,3029
5951,14742,2278,4647,1205
5954,152,4891,16495,9131
5958,1053,16342,11895,14693
5958,9527,16342,5958,11714
5961,6794,5956,357,10462
5961,6794,5956,6857,7802
5961,357,5956,7802,88
6001,16747,1924,16747,4546
6001,16747,1924,16747,6001
6001,16747,1924,5908,19238
6012,5515,12183,7100,5810
6012,5515,12183,6282,5810
6012,5515,12183,6282,12427
6015,18572,5956,983,12415
6015,18572,5956,18572,5324
6015,18572,5956,5349,2098
6018,14742,2278,4647,18929
6019,901,14226,901,2185
6046,951,13457,10876,15923
6051,3517,13440,3517,9229
6051,3517,13440,5261,6344
6057,5883,11252,2708,5467
6057,5883,11252,5883,9550
6057,5883,11252,2708,17209
6077,9797,7485,2553,4702
6082,8537,11099,16229,10810
6082,8537,11099,16771,11233
6082,8537,11099,11762,1539
6090,15189,16342,10739,14123
6090,15189,16342,1053,10785
6090,15189,16342,1037,5307
6107,4521,9813,5349,10178
6107,4521,9813,9335,7018
6118,16229,11099,5880,17540
6120,13620,17423,4173,1564
6140,10900,963,17466,5723
6140,13004,963,2217,8998
6140,13004,963,9389,12098
6142,10769,2278,2098,16129
6142,2098,2278,12092,15995
6147,2365,6302,9061,9570
6162,1761,17423,4616,7399
6162,1761,17423,13045,18745
6162,1761,17423,8120,4455
6174,5874,961,5518,2411
6180,11024,11099,17723,18087
6182,1920,5745,7608,18833
6182,1920,5745,8045,7292
6182,1920,5745,1920,13223
6200,6282,12183,13353,5810
6200,30,9744,7100,508
6200,7100,9744,8734,14453
6201,19510,7814,15335,8336
6201,937,7814,9038,5379
6208,11275,6302,13597,1565
6213,5515,12183,13353,5849
6213,5515,12183,7519,6190
6213,5515,12183,7100,508
6220,11907,9744,5849,5810
6277,10377,16342,2256,18831
6282,13353,12183,7519,1498
6282,7100,9744,11907,2194
6282,7107,12183,1498,7107
6313,8998,963,3345,3555
6344,5261,13440,1563,6796
6347,2584,963,8998,15919
6374,15189,16342,19394,609
6375,18035,2442,5349,2098
6380,2708,11252,5883,9550
6389,16499,13818,6986,5478
6389,1423,2723,16499,18642
6389,1423,2723,1423,7927
6390,4388,651,10551,5307
6390,4388,651,18598,13011
6390,4388,651,11274,5306
6398,11762,11099,16229,6118
6398,11762,11099,1539,8537
6398,11762,11099,9657,806
6412,18791,15178,14622,3026
6414,1920,420,1920,876
6414,1920,5745,17105,717
6414,1920,420,1920,15752
6415,16229,11099,3535,8537
6432,11469,963,18967,4237
6432,11469,963,2196,6140
6432,11469,963,14347,10256
6434,18769,2123,15117,3296
6445,2098,2278,13529,17824
6450,6273,2723,1423,158
6450,6273,2723,18970,16989
6455,18901,11099,11024,7560
6458,12092,2278,12092,10567
6462,9989,17423,13620,6120
6462,9989,17423,13620,9409
6462,9989,17423,3320,1761
6497,12377,11058,9328,17414
6502,4147,13440,8076,1563
6502,4147,13440,9321,7394
6502,4147,13440,10486,14781
6503,3366,2046,5715,9894
6503,3366,2046,979,18804
6504,8734,9744,6200,8170
6504,16495,4891,16989,1225
6509,11131,14393,409,337
6529,16229,11099,11762,8465
6529,16229,11099,16229,6543
6540,901,14226,901,2994
6540,17105,11388,2891,13790
6541,15823,13818,2661,6389
6541,16747,1924,5908,9130
6543,16229,11099,10063,8537
6551,18572,5956,6794,1338
6551,18572,5956,6794,1065
6551,18572,5956,6794,17426
6560,8923,963,15317,3555
6569,9519,17423,18745,16468
6569,9389,963,12903,11469
6579,4455,17423,13620,10265
6586,10198,1924,5908,4130
6600,4546,8659,5921,9273
6600,4546,8659,4546,1253
6626,13576,7485,236,3229
6634,8572,16349,2756,8984
6634,8572,16349,2756,5867
6634,8572,16349,2756,17997
6636,17767,4551,16445,353
6636,17767,14962,10424,8958
6636,17767,4551,12349,18347
6652,17788,5654,17788,15
6660,5306,8102,17187,11356
6665,12632,11099,11762,15627
6673,12879,16342,1482,609
6675,6572,14393,633,11131
6675,6572,14393,5387,11810
6684,10441,16342,13143,12876
6689,3992,7485,10185,9987
6693,1761,17423,2590,8902
6693,1761,17423,9742,4455
6693,1761,17423,17539,12714
6697,9797,7485,8668,11442
6712,7632,11058,12377,18986
6716,17767,14962,8958,10424
6716,17767,14962,9646,5458
6716,16445,4551,15481,2175
6749,2216,6302,2117,1785
6752,1920,420,1920,2468
6752,1920,420,13527,8599
6752,1920,5745,7183,1915
6755,8572,16349,8572,5525
6755,8572,16349,8572,17024
6755,8572,16349,8572,15352
6762,7899,13457,7608,7183
6796,1563,13440,17327,7394
6796,1563,13440,5261,7401
6796,7394,13440,9739,7394
6798,2117,6302,11275,583
6798,15045,7485,13963,2425
6800,11823,963,13261,6458
6805,2708,13533,2708,11600
6822,17788,5654,706,3425
6822,17788,5654,17788,6652
6823,12092,2278,12092,16747
6823,12092,2278,10769,7185
6823,12092,2278,17815,9564
6828,2708,11252,5883,6057
6841,18769,2123,7874,3124
6857,88,5956,12415,945
6857,19623,1247,7802,19086
6858,18809,961,18624,5123
6858,6174,961,5123,5518
6859,834,7814,11733,1416
6859,18453,15178,14622,3097
6859,834,7814,15293,5379
6862,15189,16342,354,11714
6862,15189,16342,12879,14517
6867,7107,12183,13554,8170
6867,7107,12183,5515,9524
6885,7874,2123,6885,5525
6885,4961,2123,1229,19160
6885,4961,2123,6885,1439
6902,979,2046,3366,11324
6902,14514,2046,19049,127
6902,14514,2046,10511,3366
6906,5261,13440,9321,9343
6906,5261,13440,7394,9739
6906,5261,13440,9739,307
6919,14742,2278,4647,19248
6919,14742,2278,2703,18600
6921,10857,19170,10857,19201
6921,10857,19170,4929,9004
6921,10857,19170,4929,9904
6923,3240,15640,3240,16167
6927,6273,2723,6389,158
6929,10857,19170,10857,4214
6929,10857,19170,10857,8910
6929,10857,19170,10857,509
6938,14742,2278,13529,14995
6964,11895,16342,13143,10662
6964,11895,16342,4514,4164
6964,11895,16342,354,11714
6969,12415,1247,14057,945
6977,18745,17423,1886,4455
6978,18745,17423,1761,18144
6978,18745,17423,13045,17564
6978,18745,17423,9989,3930
6986,1423,13818,12619,158
6986,18970,9813,5349,12415
6986,2661,2723,6986,2661
6992,2708,13533,2708,729
7009,4455,17423,1886,18745
7029,8734,9744,10457,5424
7040,11751,2278,13529,2927
7040,2098,2278,10769,6142
7040,11751,2278,2703,831
7043,6095,8102,6095,9175
7043,6095,8102,17187,1843
7043,6095,8102,17187,4559
7053,3992,7485,15045,18642
7056,3124,2123,7056,56
7071,293,17423,3079,13221
7071,293,17423,18144,15792
7071,293,17423,13045,4215
7090,18229,14393,4785,623
7090,13218,14393,18229,11131
7090,11131,14393,8052,7090
7100,13353,12183,6282,8170
7100,6282,12183,8170,13554
7100,13554,12183,6200,5810
7107,13554,12183,5810,13554
7107,30,9744,14834,16631
7116,6201,7814,6201,937
7141,2756,16349,8572,6634
7141,2756,16349,8572,6634
7141,2756,16349,8572,5685
7142,6273,2723,6273,14623
7142,6273,2723,18970,12619
7142,6273,2723,158,5478
7147,357,5956,7802,10178
7147,357,5956,19623,6857
7147,357,5956,6794,10842
7149,11907,9744,2534,15678
7154,6572,14393,8052,11131
7174,6273,2723,18642,15045
7182,10759,7814,8768,10759
7182,10759,7814,858,15975
7182,10759,7814,834,6859
7183,17105,5745,8045,17105
7183,10876,11388,1915,17105
7183,6149,13457,6149,18771
7185,10769,2278,4647,18929
7201,10265,6302,11275,5293
7201,10265,6302,13800,14280
7218,16747,1924,1394,7842
7236,15335,7814,6201,10759
7236,15335,7814,9038,8336
7236,15335,7814,8950,18455
7237,8537,11099,1539,4221
7237,8537,11099,18901,18533
7237,8537,11099,9657,14105
7245,3300,8452,3300,10527
7245,3300,8452,3300,10527
7249,14622,15178,18791,13378
7249,14622,15178,18791,7992
7249,14622,15178,2295,9459
7266,2098,2278,17815,2605
7292,10876,5745,4913,5079
7292,8045,13457,2051,15923
7307,18719,6302,18744,15788
7307,13576,7485,15356,2425
7307,13576,7485,3992,6354
7315,14834,9744,5849,13353
7315,14834,9744,5849,19000
7315,14834,9744,19000,6282
7317,6702,16342,4422,5527
7327,10769,2278,2703,14051
7327,10769,2278,2703,772
7335,2216,6302,10265,1045
7339,13261,963,12903,17437
7339,13261,963,3345,17590
7339,13261,963,11469,9264
7357,16229,11099,9657,14105
7366,3240,15640,3240,16560
7377,11024,11099,820,806
7388,11024,11099,14679,14105
7390,152,4891,152,5795
7390,152,4891,16989,9049
7390,152,4891,16495,6504
7394,10486,4767,1563,6796
7394,6796,4767,1563,251
7394,6796,13440,4147,6502
7399,18719,6302,9061,11816
7401,4147,13440,1470,54
7401,4147,13440,6796,11313
7409,5243,5886,5243,19023
7409,11469,963,3345,4705
7416,2553,7485,15045,18970
7416,4616,17423,17835,15568
7416,4616,17423,3154,2345
7441,5261,13440,4147,14106
7441,5261,13440,19010,5901
7441,5261,13440,11313,6796
7449,4442,2046,14514,15670
7452,6684,12748,6684,17026
7457,10857,19170,4929,3860
7457,10857,19170,4929,18616
7457,10857,19170,10857,9080
7458,6095,8102,17187,8321
7458,17684,651,13011,16346
7458,17684,651,16247,16346
7467,6095,8102,17187,8321
7467,6095,8102,6095,9325
7487,5340,7485,13576,11211
7487,15356,7485,2553,6655
7501,7056,2123,15117,15946
7501,7056,2123,18769,14893
7501,7056,2123,3678,7874
7503,12876,16342,10785,9527
7503,12876,16342,17059,1467
7507,13541,961,5518,10389
7518,15189,16342,15189,974
7519,7100,12183,30,13353
7519,30,12183,7107,5810
7519,19000,12183,5849,7519
7524,4194,6302,9061,76
7524,4194,6302,12349,2425
7524,4194,6302,2117,1785
7552,8862,16342,12876,17760
7552,8862,16342,10377,9527
7552,8862,16342,1482,609
7558,1439,2123,7871,12399
7583,3079,17423,1761,5888
7592,7056,2123,7874,7871
7592,7056,2123,6885,10887
7592,7056,2123,1439,7056
7603,1359,14393,13218,5387
7603,11131,14393,5387,11810
7603,7090,14393,1359,5387
7604,6794,5956,88,16505
7604,6794,5956,6794,2801
7608,8045,13457,17105,4631
7608,1915,13457,10876,18833
7608,8045,5745,18932,15923
7610,18791,15178,2295,9459
7611,901,14226,901,8043
7611,901,14226,901,3248
7611,901,14226,901,12993
7613,6684,12748,6684,14973
7614,17105,13457,7292,18873
7632,4737,11058,1943,17414
7632,13599,11058,11015,11286
7632,4282,11058,4737,7632
7661,10389,961,10033,947
7661,10389,961,13541,12675
7665,5126,7814,8336,5379
7689,10265,6302,11902,18843
7689,10265,6302,10265,3407
7694,12879,16342,18812,16641
7694,12879,16342,15189,4811
7694,12879,16342,9527,250
7703,8862,16342,17760,609
7703,8862,16342,18831,5958
7703,8862,16342,10662,14134
7704,18310,6875,18310,8800
7706,14742,2278,14742,1775
7718,18901,11099,17723,14819
7736,3320,17423,4455,293
7742,6273,2723,2661,5478
7742,6273,2723,14234,18642
7742,6273,2723,4238,6389
7745,9328,11058,7632,14341
7745,9328,11058,4737,9328
7745,9328,11058,10449,12377
7768,4422,16342,354,10377
7768,4422,16342,250,18812
7768,4422,16342,18831,18812
7772,16229,11099,9073,1085
7782,16247,651,16346,771
7784,3930,963,5723,3555
7802,983,1247,983,19623
7802,945,9813,9335,7018
7802,10178,2442,7802,19086
7819,6794,5956,945,88
7829,4559,651,11404,14211
7842,10198,1924,1394,1307
7857,12092,2278,10769,13529
7871,4961,2123,3678,4961
7871,3124,2123,5525,1439
7871,15117,2123,7871,7874
7873,8862,16342,17059,1467
7873,8862,16342,1053,18831
7873,8862,16342,1467,10662
7874,1439,2123,15117,7874
7874,4961,2123,12399,3678
7874,5525,2123,3678,7871
7904,2534,9744,5810,5849
7929,18310,6875,18310,14103
7932,11637,11291,11637,16192
7932,11637,11291,11637,13820
7932,11637,11291,11637,5783
7936,18310,6875,18310,14103
7936,18310,6875,18310,9096
7936,18310,6875,18310,17356
7948,1920,5745,7608,15923
7948,1920,5745,17105,1369
7948,1920,5745,2051,15923
7958,3154,17423,3079,3799
7958,3154,17423,4455,3899
7980,1920,5745,18833,7183
7980,1920,420,1920,18790
7988,2590,17423,3154,1729
7988,2590,17423,4616,11917
7988,2590,17423,18745,18866
7990,6899,7485,13963,13020
7990,6899,7485,15356,4393
7994,12349,14962,10830,5302
8000,12349,14962,9646,8958
8000,12349,6302,11275,17437
8002,17767,4551,8958,353
8002,17767,14962,17460,11878
8002,17767,4551,5458,9646
8007,18453,15178,18453,8511
8007,14622,15178,14622,9459
8007,14622,15178,14622,7249
8017,11024,11099,1539,18839
8029,15335,7814,8768,8336
8029,15335,7814,858,4332
8029,15335,7814,10759,11733
8043,901,14226,901,6184
8043,901,14226,901,2185
8043,901,14226,901,11372
8045,15923,11388,7608,15923
8045,18932,11388,10876,8045
8045,1915,11388,8045,6149
8052,11131,14393,409,8052
8052,7090,14393,7090,11131
8052,18229,14393,337,4163
8054,5968,963,3930,7444
8054,2217,963,6140,3555
8076,1563,13440,8076,12638
8076,6796,13440,11313,1563
8077,11714,16342,1467,2623
8079,17599,963,3555,15317
8096,10457,9744,10627,17025
8096,11907,9744,14834,2472
8101,7056,2123,10887,6885
8101,7056,2123,10887,709
8101,7056,2123,4961,14082
8105,10441,16342,15189,974
8110,15189,16342,10739,18760
8110,15189,16342,5958,18812
8110,15189,16342,6686,1037
8116,4194,6302,2365,1610
8116,4194,6302,18744,16482
8120,4455,17423,18745,1118
8120,7736,17423,13620,9409
8120,18144,17423,9989,12349
8122,5908,1924,16747,3074
8135,15468,6302,15468,14756
8135,15468,6302,18832,12251
8137,10857,19170,10857,6929
8137,10857,19170,10857,1614
8138,16229,11099,9073,16165
8143,11637,11291,16633,14255
8160,10441,16342,8862,8062
8160,10441,16342,10739,17760
8160,10441,16342,12879,2272
8170,5810,9744,13554,7100
8170,5810,12183,1498,7100
8170,6200,12183,30,7519
8171,2553,7485,15356,242
8171,2553,7485,236,110
8171,2553,7485,13576,528
8172,14742,2278,2098,5349
8172,14742,2278,13529,14995
8173,13529,2278,7199,8173
8173,13529,2278,7199,16083
8177,16495,4891,16495,15764
8177,16495,4891,16495,11346
8177,16495,4891,16989,11450
8182,2216,6302,18832,12251
8182,2216,6302,14454,3229
8182,2216,6302,13597,2425
8191,17105,5745,1920,2658
8197,13620,17423,4616,1565
8198,1920,5745,2051,10876
8201,14742,2278,17815,18238
8201,14742,2278,12092,4675
8204,3124,2123,1439,7511
8204,3124,2123,3296,13605
8220,3312,961,10033,6174
8220,3312,961,18809,9698
8238,951,13457,18833,3576
8238,951,13457,7899,3382
8238,951,13457,7183,1915
8240,1920,5745,18932,1915
8240,1920,420,1920,9420
8240,1920,5745,15923,7183
8249,14341,11058,4282,14341
8258,7899,13457,8045,17105
8258,7899,13457,951,18422
8258,7899,13457,17105,10876
8271,14834,9744,7107,1498
8272,10759,7814,15293,9025
8275,4538,7814,5126,937
8275,4538,7814,4897,15335
8280,18745,17423,9742,7736
8300,14742,2278,13529,6005
8300,14742,2278,4647,1553
8300,14742,2278,14742,5487
8305,6684,12748,6684,13746
8305,6684,12748,6684,7452
8305,6684,12748,6684,17019
8310,5515,12183,19000,5810
8310,5515,12183,8170,6200
8310,5515,12183,8170,13554
8315,8862,16342,14930,15420
8318,7836,13457,7608,15923
8321,17187,8102,17187,16295
8321,17187,8102,6095,4559
8321,17187,8102,9110,11709
8323,18572,5956,7802,12415
8328,2534,9744,2534,12671
8328,11907,9744,9416,14862
8328,2534,9744,14834,8755
8333,8862,16342,18831,1497
8336,9038,7814,15335,8029
8336,15293,7814,9025,10759
8336,15293,7814,19510,10759
8340,2553,7485,2553,13844
8340,2553,7485,10185,1675
8341,357,5956,10178,945
8341,357,5956,357,8341
8341,357,5956,18572,8323
8353,18932,11388,18833,17105
8353,18932,5745,17105,10876
8353,18932,11388,7183,7292
8378,5261,13440,2782,9739
8378,5261,13440,9739,307
8378,5261,13440,4147,470
8382,2708,11252,2708,11873
8382,14742,2278,12092,10308
8390,8734,9744,11907,17406
8392,15118,15164,16200,12827
8392,16200,15164,1587,2019
8393,14688,4767,1470,54
8393,14688,4767,1470,8038
8417,13620,17423,3079,9635
8427,16370,18628,16370,7215
8427,16370,18628,16370,13061
8427,16370,18628,16370,5234
8436,18035,2442,19623,6857
8439,6095,8102,6095,9175
8439,6095,8102,9110,11709
8439,6095,8102,5306,11274
8456,16495,4891,16495,4242
8456,16495,4891,16989,9453
8456,16495,4891,16495,9131
8465,11762,11099,15942,14819
8465,11762,11099,18901,18533
8470,11024,11099,3535,14893
8499,12092,2278,2703,772
8502,7401,19154,6906,5261
8511,18453,15178,2295,4674
8511,18453,15178,18791,17248
8516,8862,16342,10377,354
8526,18769,2123,3678,7056
8527,4445,963,12561,13140
8528,6273,2723,158,4238
8528,6273,2723,6389,18642
8528,6273,2723,18642,4238
8529,17105,5745,7292,2051
8537,1539,11099,15942,14819
8537,10063,11099,14679,14105
8543,293,17423,17835,7736
8553,8572,16349,2756,6634
8553,2756,16349,2756,14675
8553,2756,16349,2756,10546
8555,3279,963,2196,13004
8559,6902,2046,9894,4596
8559,6902,2046,3366,9894
8559,6902,2046,19049,5661
8614,9416,9744,2534,14531
8614,9416,9744,10457,18221
8614,9416,9744,19000,30
8615,5515,12183,13554,6282
8615,5515,12183,30,6282
8615,5515,12183,7100,5849
8621,18809,961,10033,18624
8634,951,13457,7836,8318
8634,951,13457,7183,7292
8634,951,13457,7183,6149
8690,6572,14393,8052,1359
8711,357,5956,357,10661
8711,357,5956,88,7802
8711,357,5956,983,19086
8721,18901,11099,12632,18283
8721,18901,11099,820,11233
8728,13541,961,16999,5518
8734,8390,9744,6200,6282
8736,6899,7485,13576,15925
8741,11823,963,13004,17590
8748,10857,19170,10857,8748
8751,6902,2046,5715,19049
8752,9989,17423,9519,17535
8757,18812,16342,10739,18760
8757,18812,16342,15189,8762
8768,19510,7814,11733,937
8768,19510,7814,10759,16139
8768,10759,7814,9025,9038
8781,15189,16342,15189,4559
8781,15189,16342,18812,14988
8781,15189,16342,1037,4422
8799,18035,2442,19623,19086
8799,18035,2442,88,11894
