0,1,2
828,435,794
828,435,70
829,174,2310
829,174,429
829,362,1099
830,363,1370
830,363,1176
830,363,131
831,24,432
831,24,2214
831,24,3778
832,24,1136
832,286,3964
832,102,560
833,68,1829
833,68,1506
833,68,2286
834,315,2129
834,315,1045
834,315,1384
835,68,3356
835,102,2844
835,102,310
836,35,2291
836,395,593
836,35,899
837,24,1789
837,24,3918
837,24,1852
838,183,107
838,395,521
838,395,1081
840,319,22
840,35,268
840,35,389
841,187,468
841,187,3013
841,187,3593
842,362,519
842,174,581
842,362,3423
845,292,3629
845,395,266
845,292,4999
846,150,1394
846,174,535
846,360,4597
847,362,775
847,398,847
847,362,170
848,46,288
848,68,1781
848,102,832
849,355,813
849,42,807
849,42,3125
850,362,842
850,362,120
850,373,3047
851,42,73
851,42,22
851,42,1272
853,46,33
853,355,2374
853,355,1098
855,102,26
855,102,141
855,102,1511
856,174,471
856,174,2716
856,174,1570
857,174,237
857,174,1828
857,174,700
858,35,3883
858,102,2376
858,286,1400
859,360,291
859,360,12
859,360,197
860,102,4793
860,187,4115
860,187,963
861,286,3329
861,286,2469
861,286,3582
865,362,222
865,150,624
865,362,196
866,42,1330
866,42,1272
866,42,3208
867,395,396
867,150,3391
867,183,779
869,360,2668
869,360,3003
869,360,4628
870,116,2073
870,116,3505
870,46,4197
871,187,656
871,187,3379
871,187,1820
872,46,814
872,46,2949
872,46,1452
874,329,2471
874,329,448
874,329,2114
875,416,1263
875,416,601
875,292,4160
876,225,4185
876,225,5038
876,225,473
877,398,2181
877,398,3099
877,398,5113
878,116,4326
878,116,331
878,116,2666
879,35,22
879,329,67
879,329,3426
881,363,1370
881,435,3847
881,435,503
882,148,1564
882,148,1772
882,148,168
883,42,665
883,42,364
883,42,2
885,46,2545
885,46,2756
885,46,2520
886,46,2649
886,68,4418
886,46,2665
887,102,742
887,398,14
887,102,104
888,42,2107
888,42,2424
888,42,4892
889,116,2969
889,116,1755
889,116,3328
890,102,305
890,286,254
890,286,28
891,183,1819
891,286,15
891,292,1616
892,398,847
892,398,2450
892,102,4886
893,292,529
893,292,1252
893,292,1217
895,444,3855
895,35,2656
895,444,1496
896,148,386
896,148,140
896,148,1992
897,315,1332
897,225,316
897,225,414
899,435,2845
899,24,1199
899,24,831
900,102,413
900,102,711
900,102,2376
901,183,1258
901,362,592
901,183,5032
902,416,5174
902,116,2326
902,416,3466
903,24,4051
903,24,118
903,24,1408
904,319,818
904,319,3461
904,319,3493
905,398,1987
905,363,182
905,398,2403
908,24,1359
908,204,4721
908,24,2034
909,329,50
909,398,14
909,148,2783
910,204,4082
910,204,1361
910,204,1054
911,24,2890
911,24,4041
911,24,678
912,174,992
912,174,3071
912,416,1863
913,204,1363
913,204,1122
913,315,446
914,174,2407
914,435,794
914,435,429
915,416,738
915,24,3778
915,416,738
916,148,2555
916,148,2134
916,148,59
917,373,3385
917,373,205
917,42,684
921,373,410
921,286,858
921,116,1818
922,395,154
922,150,1103
922,150,516
923,150,59
923,150,922
923,116,1667
924,116,417
924,116,3665
924,116,3914
925,398,241
925,398,1274
925,398,1339
926,315,1599
926,315,1593
926,315,1425
927,398,847
927,398,25
927,398,1505
928,150,265
928,435,593
928,150,121
929,42,2706
929,42,851
929,42,3472
930,42,4539
930,42,524
930,42,3491
931,24,1871
931,42,5085
931,42,1798
933,148,75
933,444,3949
933,373,366
934,204,247
934,204,742
934,204,1700
935,319,3335
935,329,619
935,329,526
936,444,2345
936,46,2877
936,444,207
939,416,3735
939,416,80
939,416,3483
941,46,1218
941,46,4356
941,46,784
942,148,1103
942,148,1246
942,150,540
943,24,1828
943,150,226
943,150,137
945,150,788
945,148,1530
945,148,265
946,102,682
946,102,434
946,435,70
947,46,1113
947,435,246
947,102,1880
950,187,2411
950,292,1964
950,362,1362
951,416,3110
951,416,1799
951,35,1235
952,183,1472
952,183,2867
952,183,291
953,292,412
953,292,1028
953,292,966
954,148,933
954,46,1269
954,46,4038
956,35,145
956,435,2845
956,183,2536
957,46,4206
957,46,2058
957,46,1317
958,204,2603
958,204,3835
958,204,4129
960,24,516
960,24,347
960,24,1872
961,116,91
961,116,815
961,116,2822
963,187,3581
963,116,30
963,187,1086
964,42,851
964,360,2045
964,42,3491
965,24,543
965,24,744
965,24,2441
966,42,505
966,292,4411
966,42,3912
967,398,1673
967,398,4518
967,398,1899
970,286,271
970,24,1878
970,24,4005
972,35,232
972,46,1583
972,398,905
974,116,129
974,116,652
974,116,3549
975,116,288
975,68,99
975,395,1095
976,416,18
976,416,80
976,24,3082
977,355,354
977,329,1752
977,329,105
978,46,161
978,102,2244
978,46,1288
979,46,2670
979,46,1835
979,46,2670
981,24,3778
981,42,3125
981,24,84
982,148,1444
982,148,2899
982,148,2772
983,46,633
983,362,3929
983,46,2396
984,148,3742
984,398,1893
984,398,4926
987,150,3942
987,395,1464
987,150,47
988,174,856
988,174,535
988,174,161
989,183,1559
989,183,1355
989,102,2699
990,435,2845
990,435,3804
990,435,376
991,24,1567
991,24,1422
991,24,2750
992,435,429
992,174,997
992,174,1693
995,174,4473
995,174,601
995,174,2343
996,204,2336
996,204,2173
996,204,1353
997,355,3029
997,148,210
997,42,3009
998,204,4684
998,116,870
998,204,606
1000,116,172
1000,35,265
1000,35,3866
1001,330,1077
1001,373,4266
1001,330,4515
1004,174,1708
1004,42,621
1004,174,912
1006,360,309
1006,360,367
1006,360,525
1007,42,710
1007,42,457
1007,174,1828
1008,68,26
1008,102,855
1008,183,485
1009,319,37
1009,435,1917
1009,319,404
1010,68,2068
1010,68,3486
1010,102,1880
1011,150,2533
1011,187,33
1011,150,825
1013,355,222
1013,355,806
1013,355,238
1014,46,550
1014,46,623
1014,46,3984
1015,148,58
1015,116,129
1015,148,175
1016,329,1600
1016,329,43
1016,329,226
1017,444,2345
1017,444,5
1017,444,170
1018,319,1968
1018,416,127
1018,292,1791
1019,416,1553
1019,416,3705
1019,416,3649
1020,46,620
1020,46,2778
1020,46,2520
1022,174,1221
1022,42,714
1022,42,392
1023,225,4012
1023,225,876
1023,444,170
1024,395,1151
1024,330,1649
1024,330,4580
1025,329,542
1025,329,2267
1025,363,3918
1026,116,3549
1026,116,1726
1026,204,1629
1027,187,2789
1027,187,1121
1027,187,149
1028,292,1697
1028,292,845
1028,292,891
1031,148,2801
1031,148,75
1031,148,157
1032,204,717
1032,204,858
1032,204,2216
1033,286,807
1033,286,3444
1033,286,307
1038,116,273
1038,116,3
1038,116,2330
1039,373,601
1039,373,4266
1039,373,1123
1040,116,3052
1040,292,3988
1040,116,558
1042,42,3009
1042,42,3015
1042,42,4830
1043,183,1128
1043,42,3009
1043,183,3385
1044,174,1592
1044,360,2701
1044,360,442
1045,315,4665
1045,315,3801
1045,315,1434
1046,355,11
1046,355,3447
1046,355,650
1047,360,1297
1047,398,808
1047,398,4106
1048,42,1763
1048,24,4008
1048,42,1886
1049,42,1888
1049,42,478
1049,42,1022
1050,68,761
1050,330,602
1050,68,491
1051,46,1749
1051,46,1966
1051,46,3166
1052,42,487
1052,42,665
1052,42,1657
1053,435,819
1053,435,4224
1053,355,411
1054,355,4302
1054,355,1307
1054,204,508
1055,435,928
1055,46,3799
1055,46,4061
1057,373,1818
1057,35,5189
1057,373,1975
1058,319,598
1058,204,1506
1058,183,520
1059,435,1359
1059,174,64
1059,435,429
1060,46,4496
1060,102,2336
1060,102,2244
1061,435,344
1061,46,214
1061,435,3747
1062,116,1010
1062,68,1024
1062,68,1843
1065,435,3636
1065,435,1059
1065,435,239
1066,225,3351
1066,315,274
1066,315,1586
1068,46,26
1068,204,508
1068,204,2505
1070,42,636
1070,416,912
1070,42,2014
1071,174,285
1071,174,4043
1071,174,1071
1073,35,2754
1073,24,5004
1073,35,1758
1074,416,369
1074,444,642
1074,444,3036
1075,116,2792
1075,116,2572
1075,292,1028
1076,42,4830
1076,42,636
1076,42,334
1077,330,490
1077,102,1976
1077,116,2578
1078,116,125
1078,363,905
1078,42,1070
1079,183,781
1079,329,1016
1079,183,455
1080,42,1107
1080,42,3720
1080,42,714
1081,24,2272
1081,395,3556
1081,319,2421
1082,292,1735
1082,292,2421
1082,292,1648
1083,148,3644
1083,148,22
1083,148,3924
1084,42,64
1084,286,3668
1084,363,1598
1085,204,502
1085,102,560
1085,102,1186
1086,363,1023
1086,363,481
1086,363,4018
1088,315,1701
1088,315,2622
1088,315,1434
1091,204,318
1091,204,1883
1091,204,19
1092,286,336
1092,319,396
1092,319,2355
1093,444,4530
1093,444,295
1093,444,669
1094,42,615
1094,42,807
1094,286,3647
1095,46,4032
1095,319,305
1095,46,536
1097,319,631
1097,292,4029
1097,292,1233
1098,330,92
1098,330,3950
1098,102,3292
1099,373,366
1099,362,3929
1099,150,526
1100,355,3029
1100,355,1929
1100,355,779
1101,319,4075
1101,42,649
1101,42,1396
1103,68,848
1103,148,322
1103,187,1339
1104,68,886
1104,68,1265
1104,68,1385
1105,42,1238
1105,42,4543
1105,42,505
1106,174,1022
1106,174,2716
1106,174,2413
1107,42,615
1107,183,1314
1107,42,418
1108,46,1298
1108,373,340
1108,373,3548
1109,395,1193
1109,395,283
1109,395,126
1110,24,1212
1110,292,159
1110,292,709
1111,355,641
1111,68,4680
1111,355,38
1113,46,1068
1113,46,1218
1113,46,4651
1115,444,1668
1115,329,3895
1115,416,1070
1116,319,2041
1116,435,613
1116,319,1194
1117,68,1062
1117,68,659
1117,68,1212
1118,398,241
1118,398,3220
1118,398,365
1119,150,19
1119,355,458
1119,355,1977
1120,116,3357
1120,102,60
1120,116,770
1121,150,602
1121,363,1025
1121,225,151
1122,204,1058
1122,204,468
1122,204,1113
1123,35,196
1123,183,901
1123,183,2184
1124,416,100
1124,42,4436
1124,42,406
1126,46,2435
1126,46,1961
1126,116,5034
1127,444,1515
1127,68,4326
1127,444,5190
1128,183,694
1128,183,109
1128,183,1843
1134,42,3917
1134,42,2325
1134,46,334
1135,42,2014
1135,42,2335
1135,42,487
1136,24,1925
1136,24,551
1136,24,3632
1137,355,1100
1137,360,190
1137,360,1137
1139,24,3784
1139,24,655
1139,24,3142
1141,42,254
1141,42,1798
1141,42,1043
1142,355,332
1142,174,1855
1142,174,1274
1143,46,1700
1143,46,4623
1143,46,1471
1144,24,518
1144,24,94
1144,24,602
1146,187,1382
1146,187,823
1146,187,1645
1147,315,515
1147,315,1245
1147,315,4309
1149,24,1493
1149,24,2115
1149,174,974
1150,24,903
1150,24,1327
1150,24,1136
1151,395,145
1151,395,34
1151,35,3505
1153,444,399
1153,24,3557
1153,24,157
1155,319,1166
1155,183,3151
1155,183,602
1157,148,2195
1157,148,3735
1157,148,798
1158,319,149
1158,319,520
1158,319,1098
1160,398,220
1160,398,808
1160,398,3099
1161,360,2043
1161,42,2078
1161,42,3325
1162,225,4012
1162,355,201
1162,292,418
1163,363,157
1163,363,2397
1163,116,33
1164,330,5020
1164,373,132
1164,373,2
1165,35,2823
1165,24,9
1165,363,284
1166,319,1158
1166,319,1566
1166,319,3335
1167,46,743
1167,35,654
1167,35,2040
1170,35,2929
1170,292,1018
1170,24,664
1171,315,897
1171,315,2689
1171,315,1633
1172,315,4174
1172,315,2449
1172,315,546
1173,204,2125
1173,204,2613
1173,204,1883
1174,363,131
1174,363,130
1174,363,3653
1175,225,2075
1175,225,578
1175,225,2109
1176,363,598
1176,360,633
1176,363,406
1177,360,4628
1177,35,61
1177,35,972
1179,148,674
1179,148,284
1179,148,654
1180,174,4943
1180,174,64
1180,174,1741
1183,35,2656
1183,35,716
1183,35,757
1184,363,1
1184,363,289
1184,363,12
1185,42,3772
1185,362,295
1185,42,219
1186,204,1506
1186,183,2151
1186,416,3988
1188,174,710
1188,174,2407
1188,174,1569
1189,24,2416
1189,355,626
1189,24,5004
1192,330,3950
1192,362,1842
1192,362,865
1193,362,2379
1193,362,2528
1193,395,1095
1194,319,37
1194,319,434
1194,319,396
1196,435,4671
1196,395,3047
1196,315,1423
1199,42,190
1199,24,4041
1199,42,3912
1200,398,3357
1200,398,2956
1200,398,3081
1202,46,4061
1202,46,424
1202,46,4468
1207,42,429
1207,42,2914
1207,42,4693
1209,68,568
1209,68,3410
1209,68,1628
1211,398,1550
1211,398,241
1211,398,2356
1212,35,3412
1212,315,1773
1212,315,133
1213,355,1888
1213,355,379
1213,355,1251
1216,204,19
1216,204,508
1216,204,1085
1217,292,1697
1217,116,1393
1217,150,2867
1218,398,1531
1218,398,0
1218,398,1550
1219,315,2129
1219,68,718
1219,315,1776
1220,68,95
1220,68,1360
1220,68,1751
1221,174,997
1221,174,4590
1221,174,1940
1222,444,2715
1222,444,197
1222,398,3484
1225,42,1546
1225,35,816
1225,435,112
1227,183,43
1227,46,1232
1227,183,421
1228,363,276
1228,35,670
1228,35,214
1231,435,2652
1231,148,2925
1231,435,725
1232,46,2181
1232,46,228
1232,46,1061
1233,292,3173
1233,24,561
1233,292,2107
1234,46,1279
1234,46,4197
1234,46,2778
1235,35,2200
1235,35,471
1235,373,2745
1236,225,16
1236,225,2392
1236,225,14
1237,46,3231
1237,102,630
1237,416,38
1238,286,15
1238,286,1779
1238,42,665
1239,148,77
1239,148,287
1239,148,5046
1242,363,61
1242,363,44
1242,363,175
1243,68,659
1243,102,1374
1243,330,280
1245,315,2175
1245,315,2321
1245,315,1324
1246,362,1438
1246,148,896
1246,362,352
1247,24,3415
1247,24,1801
1247,24,1212
1248,174,1866
1248,174,1413
1248,102,352
1250,373,651
1250,46,161
1250,373,2402
1251,355,693
1251,355,736
1251,355,4204
1252,286,3101
1252,362,2878
1252,183,1892
1254,204,4700
1254,102,33
1254,102,4299
1255,150,942
1255,150,3942
1255,150,1736
1256,416,53
1256,416,1432
1256,416,307
1258,183,207
1258,315,1269
1258,315,446
1260,292,1097
1260,292,1110
1260,292,112
1261,116,290
1261,435,3196
1261,116,4487
1262,68,4576
1262,68,338
1262,68,1550
1263,416,351
1263,319,1794
1263,416,297
1265,68,491
1265,68,1843
1265,68,1649
1266,355,458
1266,362,1185
1266,362,13
1267,68,946
1267,68,4585
1267,204,908
1268,148,746
1268,148,3115
1268,183,3980
1269,46,1020
1269,183,2267
1269,416,3110
1270,24,3632
1270,24,629
1270,24,3562
1272,42,53
1272,42,2221
1272,42,2453
1273,373,1039
1273,373,921
1273,373,103
1274,174,988
1274,42,4436
1274,35,3505
1277,363,3143
1277,116,4528
1277,116,1613
1279,46,1051
1279,46,2545
1279,46,2344
1281,416,1908
1281,416,3224
1281,416,3056
1283,292,72
1283,292,426
1283,292,1018
1287,355,332
1287,355,3196
1287,355,3447
1288,46,1982
1288,46,4206
1288,46,62
1289,398,972
1289,398,32
1289,398,3710
1290,42,64
1290,42,478
1290,42,2221
1292,42,5187
1292,174,1552
1292,174,239
1293,355,567
1293,355,342
1293,355,4131
1295,148,1421
1295,148,302
1295,148,386
1297,150,121
1297,416,351
1297,360,3334
1298,46,1162
1298,46,4837
1298,46,3799
1299,150,3423
1299,395,280
1299,330,280
1300,46,1966
1300,46,791
1300,42,601
1303,330,4355
1303,330,2151
1303,330,2015
1304,363,61
1304,363,1086
1304,292,845
1306,292,2941
1306,292,200
1306,292,1797
1307,355,482
1307,355,4568
1307,24,1422
1308,330,478
1308,330,4354
1308,330,1308
1309,35,4211
1309,329,105
1309,174,1309
1311,398,43
1311,398,5113
1311,225,124
1312,204,2086
1312,204,4253
1312,204,3486
1313,42,447
1313,42,981
1313,24,119
1314,395,298
1314,315,4911
1314,330,4718
1315,35,1745
1315,35,899
1315,35,3789
1317,102,3221
1317,46,2500
1317,46,4206
1318,102,133
1318,102,716
1318,102,560
1320,435,977
1320,435,1320
1320,204,1157
1321,42,601
1321,42,2706
1321,42,1462
1323,35,241
1323,395,3624
1323,319,3904
1324,315,446
1324,315,680
1324,315,2824
1325,292,253
1325,292,34
1325,292,1283
1327,362,2904
1327,362,2066
1327,362,497
1329,150,490
1329,183,2151
1329,150,825
1330,42,4213
1330,42,1078
1330,42,518
1331,330,1392
1331,330,4954
1331,330,2460
1332,315,2111
1332,315,1611
1332,315,1474
1333,148,91
1333,148,1821
1333,148,763
1334,42,457
1334,183,271
1334,183,4144
1335,116,230
1335,116,3505
1335,286,340
1338,150,514
1338,150,317
1338,150,736
1339,398,365
1339,187,746
1339,315,1212
1340,148,3115
1340,148,335
1340,148,933
1342,292,1867
1342,292,2402
1342,292,554
1343,416,26
1343,416,1737
1343,416,713
1344,102,593
1344,102,3004
1344,102,696
1345,225,511
1345,225,589
1345,225,3549
1347,373,387
1347,373,147
1347,373,1631
1348,373,28
1348,68,1455
1348,373,3673
1349,319,3904
1349,319,1058
1349,319,520
1351,174,2543
1351,174,3071
1351,174,2407
1353,204,560
1353,398,32
1353,204,244
1354,68,3052
1354,68,124
1354,68,2800
1355,174,471
1355,174,4780
1355,174,1000
1357,68,682
1357,435,1848
1357,435,2813
1358,68,1103
1358,68,279
1358,68,1545
1359,355,122
1359,355,1888
1359,148,841
1360,68,1691
1360,68,3645
1360,68,2
1361,204,792
1361,204,958
1361,204,742
1362,362,3792
1362,362,352
1362,362,549
1363,204,2505
1363,204,133
1363,204,502
1365,204,1026
1365,204,858
1365,204,3877
1366,68,495
1366,68,2449
1366,330,1331
1367,398,4518
1367,398,3924
1367,398,2123
1370,329,3754
1370,355,3909
1370,329,1024
1371,362,1383
1371,362,1415
1371,362,4433
1372,46,1055
1372,46,1323
1372,46,1583
1373,174,745
1373,398,211
1373,398,925
1374,68,377
1374,102,193
1374,116,3806
1376,116,878
1376,116,942
1376,204,2319
1377,286,4292
1377,360,4
1377,286,4070
1378,24,525
1378,225,3611
1378,24,5004
1381,35,1772
1381,35,160
1381,416,2966
1382,292,2807
1382,187,14
1382,292,4411
1383,362,3929
1383,362,277
1383,362,264
1384,68,228
1384,315,2060
1384,315,3574
1385,35,369
1385,46,4356
1385,35,241
1386,319,1794
1386,319,3568
1386,329,3352
1390,315,3138
1390,315,1593
1390,315,3198
1391,355,251
1391,204,468
1391,204,492
1392,68,1623
1392,46,350
1392,102,848
1393,116,924
1393,116,3328
1393,116,2073
1394,150,2281
1394,150,386
1394,150,1792
1395,416,234
1395,116,1751
1395,116,1667
1396,42,474
1396,42,981
1396,42,1334
1397,225,2032
1397,225,2650
1397,225,371
1399,315,1045
1399,315,2829
1399,315,133
1400,286,2643
1400,24,239
1400,24,1170
1402,116,963
1402,116,193
1402,355,122
1403,24,2882
1403,24,713
1403,24,3382
1406,319,2467
1406,24,1136
1406,24,1247
1408,24,1653
1408,24,1277
1408,24,2294
1410,319,2158
1410,319,904
1410,319,1410
1412,24,3962
1412,24,3522
1412,148,798
1413,174,2958
1413,174,1888
1413,174,241
1414,444,3953
1414,444,4334
1414,444,23
1415,42,4799
1415,42,4767
1415,42,1292
1417,355,3447
1417,355,106
1417,355,1598
1419,204,1572
1419,355,806
1419,204,31
1420,35,524
1420,35,816
1420,35,320
1421,362,1438
1421,362,57
1421,362,1693
1422,24,3061
1422,24,4920
1422,24,1567
1423,315,1485
1423,315,1535
1423,315,82
1424,174,1889
1424,174,856
1424,174,653
1425,315,3543
1425,315,4911
1425,315,2231
1426,102,4711
1426,68,596
1426,68,468
1427,315,1171
1427,315,4678
1427,315,680
1428,204,242
1428,204,3944
1428,204,3486
1430,315,1542
1430,315,4133
1430,315,88
1431,102,1996
1431,148,578
1431,148,140
1432,416,3168
1432,416,912
1432,416,1019
1434,315,1478
1434,315,1773
1434,315,2262
1436,148,135
1436,148,4830
1436,148,819
1438,362,2132
1438,362,396
1438,362,950
1439,329,1585
1439,329,526
1439,329,1306
1440,292,3815
1440,286,66
1440,286,336
1443,35,3453
1443,35,1212
1443,35,1151
1444,102,3768
1444,102,1061
1444,204,2654
1445,329,710
1445,329,1460
1445,329,793
1446,373,2075
1446,35,809
1446,35,12
1447,204,1269
1447,46,288
1447,225,1787
1449,286,7
1449,183,314
1449,330,3237
1451,329,320
1451,329,43
1451,329,619
1452,116,2242
1452,204,1584
1452,204,4506
1453,24,602
1453,24,4041
1453,373,777
1454,204,176
1454,116,4016
1454,68,192
1455,68,417
1455,68,450
1455,68,1392
1456,42,3522
1456,42,298
1456,42,440
1458,315,2060
1458,315,1901
1458,315,2779
1459,148,2195
1459,148,746
1459,148,2555
1460,329,3412
1460,329,710
1460,329,336
1462,42,684
1462,42,4427
1462,42,37
1463,68,1104
1463,68,730
1463,68,4073
1464,398,365
1464,398,300
1464,398,2489
1465,204,1883
1465,204,2887
1465,204,1365
1466,225,2316
1466,225,2109
1466,225,212
1468,286,28
1468,42,2273
1468,24,1849
1469,68,162
1469,204,531
1469,204,15
1471,225,19
1471,46,4197
1471,225,244
1472,319,1386
1472,183,952
1472,183,209
1473,363,494
1473,363,1304
1473,363,66
1474,315,521
1474,315,1458
1474,315,2449
1475,204,4306
1475,204,1267
1475,204,2505
1476,150,3882
1476,150,2904
1476,150,2547
1477,68,975
1477,68,596
1477,68,437
1478,315,2530
1478,315,2170
1478,315,3019
1479,292,716
1479,292,4042
1479,292,412
1480,46,4495
1480,46,2053
1480,46,2139
1485,315,1474
1485,315,88
1485,315,2506
1489,363,164
1489,363,800
1489,363,231
1493,24,981
1493,24,3778
1493,24,3061
1494,395,3399
1494,395,680
1494,395,352
1495,102,2396
1495,360,45
1495,102,3399
1496,444,377
1496,398,2819
1496,444,2125
1497,360,4627
1497,360,4627
1497,360,846
1498,116,2981
1498,46,3213
1498,46,947
1500,435,2544
1500,435,3660
1500,435,1053
1501,68,1318
1501,68,1127
1501,68,2598
1503,187,1121
1503,187,3719
1503,187,5022
1504,329,1600
1504,329,2489
1504,329,1439
1505,355,1111
1505,355,2371
1505,355,3636
1506,204,1452
1506,68,1985
1506,68,279
1507,183,3566
1507,355,4131
1507,355,379
1508,315,2385
1508,315,2249
1508,315,451
1511,102,989
1511,398,4780
1511,148,583
1512,315,1219
1512,315,1599
1512,315,1611
1513,102,784
1513,102,2549
1513,102,49
1514,68,1454
1514,68,1317
1514,68,29
1515,444,494
1515,444,92
1515,444,1414
1516,435,84
1516,148,759
1516,148,200
1519,363,578
1519,363,256
1519,363,705
1520,362,2448
1520,362,639
1520,362,3523
1521,68,1267
1521,68,530
1521,68,4231
1522,398,3295
1522,398,905
1522,398,4579
1523,183,1008
1523,183,3176
1523,183,1258
1525,444,299
1525,46,1452
1525,204,2049
1526,24,629
1526,24,2089
1526,24,1048
1530,148,1295
1530,148,720
1530,148,2203
1531,398,3483
1531,398,1550
1531,398,909
1534,187,28
1534,187,4814
1534,187,2322
1535,315,1701
1535,315,2449
1535,315,2249
1536,373,50
1536,444,377
1536,444,484
1539,183,641
1539,68,1220
1539,395,74
1542,24,1849
1542,24,602
1542,24,2521
1543,416,581
1543,35,1228
1543,35,2695
1544,292,1989
1544,292,520
1544,292,2873
1545,68,848
1545,68,491
1545,68,172
1546,24,4557
1546,24,2645
1546,24,1948
1547,46,794
1547,102,133
1547,102,2040
1548,183,2554
1548,355,608
1548,355,8
1549,373,11
1549,373,314
1549,373,2
1550,398,378
1550,68,83
1550,68,623
1552,174,1180
1552,46,1323
1552,174,710
1553,416,2171
1553,416,3224
1553,416,939
1558,42,997
1558,42,1546
1558,42,1693
1559,183,280
1559,319,3461
1559,319,533
1561,116,701
1561,35,562
1561,116,547
1564,148,1079
1564,148,409
1564,148,1179
1565,148,3869
1565,148,582
1565,148,665
1566,319,86
1566,319,1263
1566,319,1410
1567,24,1965
1567,24,5004
1567,24,1615
1568,24,217
1568,24,1871
1568,24,3511
1569,174,481
1569,174,578
1569,174,81
1570,435,1426
1570,435,4224
1570,174,1943
1571,286,3094
1571,435,997
1571,286,1520
1572,46,1498
1572,204,1391
1572,46,1393
1575,46,1674
1575,46,531
1575,46,293
1576,68,2594
1576,183,891
1576,68,1220
1579,183,2660
1579,183,1856
1579,183,1843
1580,435,3910
1580,435,706
1580,435,342
1581,150,317
1581,150,289
1581,150,1931
1583,46,2055
1583,46,1218
1583,46,4090
1584,204,1452
1584,116,1702
1584,204,3877
1585,329,2308
1585,319,1263
1585,187,2920
1586,315,1088
1586,315,3864
1586,315,1599
1587,315,1172
1587,315,4285
1587,315,2689
1588,150,19
1588,355,211
1588,355,1391
1590,183,224
1590,183,1931
1590,183,3466
1591,398,1762
1591,204,958
1591,204,2505
1592,24,347
1592,24,1073
1592,24,1277
1593,315,4911
1593,315,1088
1593,315,4285
1595,360,442
1595,35,47
1595,360,4597
1597,435,1692
1597,435,2713
1597,435,91
1598,363,12
1598,363,3195
1598,363,342
1599,315,1212
1599,315,796
1599,315,1642
1600,35,3936
1600,35,417
1600,329,2471
1602,395,1694
1602,395,431
1602,292,200
1603,46,1202
1603,46,424
1603,46,979
1604,225,2663
1604,225,1850
1604,225,2765
1611,315,1324
1611,315,3353
1611,315,3353
1612,225,1121
1612,225,4278
1612,225,509
1613,116,240
1613,116,1991
1613,116,2578
1614,373,366
1614,373,314
1614,373,159
1615,24,525
1615,24,4310
1615,24,2675
1616,116,798
1616,102,381
1616,116,2578
1618,363,1163
1618,362,400
1618,362,1421
1619,398,220
1619,398,3458
1619,398,1982
1622,46,870
1622,46,107
1622,187,2634
1623,46,3004
1623,102,3768
1623,102,592
1625,444,456
1625,444,4334
1625,444,4946
1628,116,3855
1628,68,1186
1628,116,2244
1629,398,143
1629,398,218
1629,398,1522
1630,24,3233
1630,24,1307
1630,24,3557
1631,435,947
1631,373,2880
1631,373,9
1632,435,33
1632,435,1692
1632,435,258
1633,315,3079
1633,315,913
1633,315,1384
1635,174,1888
1635,174,1900
1635,174,1188
1640,204,15
1640,204,3944
1640,204,3486
1641,319,3462
1641,319,159
1641,319,4075
1642,315,1212
1642,315,1088
1642,315,2619
1643,398,3710
1643,398,0
1643,398,67
1645,355,411
1645,187,206
1645,355,544
1646,315,2829
1646,315,1384
1646,315,1593
1648,286,574
1648,286,3008
1648,24,1277
1649,68,1454
1649,330,4193
1649,68,1751
1651,46,1828
1651,46,1060
1651,46,2253
1652,148,977
1652,148,226
1652,148,1412
1653,24,1592
1653,24,715
1653,24,5024
1654,315,515
1654,315,3138
1654,315,434
1657,373,331
1657,183,891
1657,183,485
1658,416,7
1658,416,3522
1658,416,951
1659,292,716
1659,292,1018
1659,292,1797
1661,286,3084
1661,286,4397
1661,286,2730
1662,150,3591
1662,150,526
1662,150,179
1663,150,3067
1663,330,3583
1663,395,3524
1664,315,679
1664,315,2605
1664,315,1646
1666,225,4278
1666,225,1311
1666,225,1612
1667,116,339
1667,116,2073
1667,116,3700
1668,35,2351
1668,444,4530
1668,35,3914
1673,102,1844
1673,319,2041
1673,398,3484
1674,360,567
1674,360,300
1674,46,784
1675,187,3080
1675,187,3787
1675,174,829
1678,330,4394
1678,183,271
1678,330,2949
1685,360,1
1685,360,4627
1685,360,4628
1687,42,3491
1687,362,120
1687,42,615
1688,148,1179
1688,148,652
1688,148,1412
1689,373,25
1689,373,5020
1689,373,1813
1690,24,3962
1690,24,2928
1690,24,1615
1691,363,182
1691,363,704
1691,363,519
1692,435,248
1692,116,249
1692,116,1395
1693,174,677
1693,42,2004
1693,174,1413
1694,395,1981
1694,286,4962
1694,286,2228
1695,373,521
1695,373,1098
1695,373,1935
1696,116,2411
1696,116,2244
1696,116,701
1697,292,66
1697,292,574
1697,292,4029
1698,286,4848
1698,286,4070
1698,286,4245
1699,225,3327
1699,225,445
1699,225,19
1700,204,1941
1700,46,2336
1700,46,1623
1701,315,274
1701,315,1775
1701,315,834
1702,116,0
1702,116,3077
1702,116,1572
1703,398,3
1703,116,2720
1703,116,2626
1704,292,845
1704,292,1616
1704,292,2017
1705,204,31
1705,204,1186
1705,204,1307
1706,46,2407
1706,46,1227
1706,46,371
1707,174,1221
1707,363,427
1707,174,1688
1708,174,397
1708,174,507
1708,174,1004
1709,102,661
1709,102,1060
1709,102,381
