N1,A,N2
1239,148,434
1240,526,259
1240,526,4227
1240,526,127
1241,2513,357
1241,2513,3575
1241,3388,310
1242,2362,3326
1242,35,115
1242,601,354
1243,2461,1950
1243,1024,7
1243,330,1649
1244,2002,114
1244,3864,1901
1244,3864,4463
1245,921,391
1245,693,89
1245,315,1642
1246,362,1185
1246,148,2783
1246,3352,4379
1247,753,38
1247,753,1188
1247,24,966
1249,2319,0
1249,2319,1770
1249,2679,484
1251,1098,99
1251,762,1276
1251,663,72
1252,362,13
1252,183,207
1252,183,1559
1253,1915,975
1253,448,485
1253,540,2239
1254,1248,378
1254,102,2484
1254,204,1312
1255,150,1813
1255,150,9
1255,1020,1712
1256,1370,724
1256,355,368
1256,901,1513
1257,1972,889
1257,1467,764
1257,1972,1361
1258,1455,4
1258,1425,65
1258,1164,1593
1259,2289,687
1259,2289,2897
1259,2289,321
1260,292,418
1260,1128,72
1260,292,4756
1261,116,1584
1261,448,2623
1261,448,2427
1262,3151,583
1262,1116,5038
1262,4258,186
1263,416,951
1263,416,38
1263,663,2458
1264,1505,2323
1264,943,1664
1264,1400,788
1265,68,270
1265,68,377
1265,1885,600
1266,362,400
1266,901,3159
1266,901,144
1267,1186,228
1267,2399,3293
1267,2399,181
1268,183,1479
1268,183,2826
1268,568,3093
1270,24,2004
1270,24,666
1270,24,3230
1272,1441,3206
1272,866,4614
1272,866,2274
1273,1161,801
1273,806,4978
1273,373,1453
1274,2461,2859
1274,42,1462
1274,398,2305
1275,1303,4059
1275,1303,1503
1275,1303,682
1276,762,1195
1276,762,1276
1276,3016,192
1277,42,3514
1277,1885,4878
1277,42,3522
1278,663,1183
1278,663,3972
1278,663,2193
1279,46,1899
1279,46,184
1279,1250,1909
1280,2047,2724
1280,2358,1813
1280,693,2597
1281,693,29
1281,1155,1714
1281,921,2168
1282,1338,0
1282,2414,386
1282,1338,262
1283,2160,784
1283,292,4999
1283,2160,784
1284,1972,378
1284,4396,4085
1284,1972,1361
1285,1400,357
1285,601,2690
1285,1359,238
1286,1098,7
1286,1098,2671
1286,5012,162
1287,905,1011
1287,355,139
1287,355,4177
1288,46,2560
1288,2480,2940
1288,2414,3850
1289,556,2536
1289,398,1311
1289,398,365
1290,42,2445
1290,3856,727
1290,3856,2312
1291,532,821
1291,1746,161
1291,2825,1312
1292,174,4943
1292,24,2521
1292,24,706
1293,526,2915
1293,526,19
1293,526,879
1294,3867,3217
1294,862,3555
1294,862,3555
1295,148,1351
1295,35,115
1295,1085,572
1296,779,3994
1296,779,439
1296,779,44
1297,150,2097
1297,1303,79
1297,1303,313
1298,532,587
1298,532,1743
1298,532,19
1299,395,298
1299,329,291
1299,150,2558
1300,448,447
1300,448,981
1300,448,307
1301,2370,31
1301,4918,1516
1301,4918,391
1302,3867,380
1302,1248,2587
1302,2320,375
1304,1518,32
1304,1833,1151
1304,1518,1335
1305,4331,661
1305,736,1231
1305,4331,454
1306,1657,3593
1306,329,8
1306,444,214
1307,204,2846
1307,1098,1813
1307,204,1447
1308,812,1952
1308,330,1843
1308,812,400
1309,1868,234
1309,329,2648
1309,753,6
1310,1703,508
1310,1271,4628
1310,806,197
1311,225,4392
1311,579,892
1311,398,211
1312,1161,158
1312,204,353
1312,2814,214
1313,42,4799
1313,605,2161
1313,4599,1452
1314,3147,5121
1314,3147,105
1314,1892,457
1315,3576,873
1315,35,1889
1315,3576,3613
1316,2593,3839
1316,2593,1832
1316,1934,4522
1317,102,2090
1317,204,2903
1317,4936,2043
1318,815,4178
1318,702,3966
1318,806,171
1319,3867,1302
1319,1116,199
1319,3288,509
1320,1085,511
1320,204,1700
1320,435,58
1321,1370,4817
1321,901,1387
1321,1370,1256
1322,3481,26
1322,2932,1670
1322,2932,1168
1323,1213,172
1323,556,1336
1323,1213,823
1324,315,2321
1324,1425,834
1324,3145,348
1325,292,3622
1325,1892,10
1325,1892,457
1326,1213,2400
1326,691,139
1326,1086,2734
1327,24,1630
1327,24,4592
1327,362,481
1328,1467,3227
1328,888,1091
1328,888,107
1330,2362,1568
1330,753,744
1330,693,783
1331,3070,423
1331,2461,1331
1331,3385,1107
1333,1505,1583
1333,4079,489
1333,1505,4611
1334,4814,72
1334,2880,4334
1334,183,2660
1335,1518,5156
1335,2320,894
1335,286,3419
1336,1086,500
1336,1086,500
1336,1086,123
1337,2513,3522
1337,2513,3968
1337,1155,1393
1339,1332,3646
1339,1384,3273
1339,2709,2329
1340,1020,1032
1340,1020,796
1340,3199,333
1341,1269,1375
1341,1269,463
1341,1269,2514
1342,850,3536
1342,850,727
1342,3030,3401
1343,416,3110
1343,1155,305
1343,1164,323
1344,4157,542
1344,4157,338
1344,102,2891
1345,225,2514
1345,1271,710
1345,1271,1234
1346,3070,117
1346,1467,61
1346,3070,3302
1347,373,307
1347,2362,4489
1347,2362,1597
1348,373,651
1348,2399,1033
1348,568,51
1349,850,1993
1349,319,1058
1349,850,1349
1350,3388,1634
1350,3718,112
1350,663,1070
1351,174,2349
1351,174,1766
1351,148,1444
1352,1880,2520
1352,2320,58
1352,4654,80
1354,68,572
1354,1879,1967
1354,68,352
1355,183,1927
1355,1155,2237
1355,2358,1856
1356,2679,643
1356,2679,60
1356,1041,2724
1357,435,208
1357,435,956
1357,68,4404
1358,1772,417
1358,1772,2956
1358,1920,2025
1360,3033,808
1360,3033,2909
1360,2949,900
1361,4712,2770
1361,1972,367
1361,4712,844
1362,753,441
1362,753,1309
1362,42,687
1363,3619,1294
1363,2002,29
1363,3598,58
1364,1237,3338
1364,1155,1364
1364,1915,1959
1365,1353,301
1365,1353,361
1365,204,1068
1366,702,2586
1366,568,3243
1366,1024,223
1367,398,530
1367,532,1836
1367,398,43
1368,1703,1613
1368,1880,599
1368,605,4770
1369,4079,1369
1369,2932,1670
1369,2932,1187
1371,3636,2482
1371,3636,208
1371,3636,175
1372,2745,32
1372,1250,2085
1372,1250,2085
1373,601,654
1373,3915,198
1373,601,4794
1374,4415,2068
1374,4415,4722
1374,102,2086
1375,977,725
1375,1269,3099
1375,1237,1375
1376,921,3231
1376,1098,2519
1376,921,305
1377,360,1736
1377,2881,3056
1377,1571,2518
1378,3582,4466
1378,3582,3306
1378,225,491
1379,1155,37
1379,5071,1692
1379,5071,1606
1380,1384,2721
1380,1384,1913
1380,1384,2144
1381,416,772
1381,526,3924
1381,35,3433
1382,578,153
1382,292,118
1382,578,739
1383,866,1383
1383,812,422
1383,812,3309
1385,35,17
1385,46,1674
1385,46,2671
1386,319,1968
1386,1359,3758
1386,1359,152
1387,663,456
1387,663,193
1387,850,105
1388,3308,904
1388,779,2902
1388,579,250
1389,4443,0
1389,4443,432
1389,4443,71
1390,3146,1458
1390,315,1485
1390,3146,2438
1391,355,238
1391,116,1991
1391,2825,765
1392,102,2526
1392,2680,3175
1392,478,2547
1393,5071,1692
1393,1237,1642
1393,46,2263
1394,1920,1536
1394,1518,4653
1394,150,47
1395,448,3815
1395,416,3110
1395,68,4405
1396,24,2882
1396,24,1270
1396,24,4423
1397,526,859
1397,225,1378
1397,225,371
1398,2406,768
1398,1880,1597
1398,1880,958
1399,315,1485
1399,315,590
1399,3864,5045
1401,4406,3778
1401,1915,21
1401,4406,5
1402,2825,2443
1402,116,339
1402,2825,172
1403,24,1910
1403,1237,1642
1403,2745,769
1404,1703,610
1404,1703,508
1404,3288,19
1405,540,2246
1405,4654,2007
1405,1507,92
1406,448,13
1406,1603,1200
1406,319,1641
1407,1370,4
1407,2604,1290
1407,3041,403
1408,779,31
1408,579,160
1408,779,75
1409,3868,2572
1409,3868,231
1409,2376,1897
1410,1186,26
1410,46,288
1410,46,502
1411,3271,2314
1411,850,1481
1411,1128,339
1412,148,157
1412,2104,918
1412,2104,420
1413,3388,3423
1413,702,219
1413,1155,1449
1414,578,437
1414,1614,214
1414,758,1103
1415,943,2451
1415,1833,2207
1415,943,438
1416,1384,1535
1416,3145,1399
1416,2709,3127
1417,2047,1457
1417,762,60
1417,2047,1360
1418,1920,541
1418,736,796
1418,736,2149
1419,355,1588
1419,319,774
1419,204,3486
1420,2713,649
1420,693,91
1420,478,1794
1421,35,3914
1421,362,1842
1421,1229,2835
1422,1384,1887
1422,2142,1147
1422,2142,2385
1423,1384,1423
1423,1384,1422
1423,2709,2948
1424,977,205
1424,977,538
1424,977,2357
1426,435,91
1426,435,941
1426,102,5
1427,3373,3440
1427,1384,3955
1427,1384,1416
1428,1086,8
1428,568,497
1428,1248,1620
1429,2226,122
1429,2226,4668
1429,2226,2889
1430,3373,3073
1430,3373,1423
1430,1384,4133
1431,148,497
1431,148,227
1431,921,1393
1432,1548,1683
1432,2337,583
1432,1548,321
1433,2845,489
1433,2525,11
1433,2845,401
1434,3145,2392
1434,315,1485
1434,315,1045
1435,982,945
1435,982,1491
1435,982,4458
1436,2713,2543
1436,3425,852
1436,3425,2390
1437,2226,341
1437,3297,4849
1437,2226,743
1438,448,657
1438,448,1308
1438,663,343
1439,3224,2943
1439,526,127
1439,3224,214
1440,286,970
1440,286,3294
1440,286,687
1442,2772,777
1442,2772,1121
1442,2772,625
1443,4058,1273
1443,540,179
1443,4058,1273
1444,921,1840
1444,148,728
1444,204,1068
1445,3224,94
1445,329,291
1445,3224,214
1446,2881,960
1446,416,3093
1446,373,372
1447,3718,112
1447,46,2778
1447,204,161
1448,2709,2392
1448,2709,2718
1448,3373,3282
1449,532,750
1449,1077,867
1449,3271,3687
1450,1920,246
1450,1353,281
1450,1353,69
1451,329,1299
1451,35,1748
1451,35,1385
1452,1879,2259
1452,204,1640
1452,116,2720
1453,24,1925
1453,2634,1734
1453,2634,2878
1454,1186,0
1454,68,3643
1454,68,1008
1456,448,272
1456,448,1918
1456,448,4096
1457,762,177
1457,556,343
1457,2047,67
1458,1332,1611
1458,2170,3303
1458,315,649
1459,556,1961
1459,2525,1309
1459,148,3581
1460,329,592
1460,526,1473
1460,526,417
1461,2252,2661
1461,2252,1921
1461,2252,2731
1462,2914,145
1462,42,401
1462,3201,4422
1463,3033,2225
1463,2047,1360
1463,702,224
1464,4702,2771
1464,395,313
1464,395,1813
1465,702,3709
1465,204,2532
1465,3033,1465
1466,225,679
1466,2825,28
1466,225,83
1468,42,97
1468,42,482
1468,286,4239
1469,204,1068
1469,4918,227
1469,1248,255
1470,691,223
1470,691,338
1470,691,4250
1471,46,242
1471,225,491
1471,225,4
1472,319,152
1472,292,499
1472,1892,3232
1473,526,2198
1473,526,4227
1473,691,32
1474,3145,2392
1474,3373,1430
1474,3145,3185
1475,204,2505
1475,204,792
1475,2455,2102
1476,2226,103
1476,2226,1884
1476,2226,19
1477,1219,468
1477,68,1220
1477,3288,1555
1478,3145,1399
1478,1384,1474
1478,315,1963
1479,2513,80
1479,292,1199
1479,292,499
1480,46,954
1480,46,1288
1480,1571,1030
1481,448,483
1481,850,1342
1481,850,1714
1482,3352,3964
1482,3352,2899
1482,3352,2899
1483,1885,1987
1483,1885,794
1483,1885,3078
1484,1329,485
1484,1329,185
1484,1329,371
1485,315,1088
1485,4389,296
1485,3425,852
1486,4362,2992
1486,3096,2234
1486,4014,2168
1487,943,912
1487,905,1276
1487,905,72
1488,949,367
1488,4586,1115
1488,4586,2915
1489,1767,2148
1489,1767,3577
1489,1920,2875
1490,532,1634
1490,1186,1369
1490,1085,161
1491,448,1719
1491,1614,1414
1491,448,233
1492,921,288
1492,1250,1279
1492,4453,1130
1493,1851,64
1493,24,498
1493,1767,2792
1494,578,437
1494,578,807
1494,568,4243
1496,478,1590
1496,478,1117
1496,4236,279
1497,395,2554
1497,2480,3357
1497,395,2910
1498,1400,258
1498,1400,1099
1498,2745,1133
1499,1020,1061
1499,1467,1472
1499,888,2465
1500,435,4105
1500,435,1893
1500,435,3002
1501,779,793
1501,1338,1174
1501,779,793
1502,758,3467
1502,1077,2726
1502,758,3443
1503,187,3208
1503,1116,494
1503,1303,0
1504,526,2409
1504,526,4114
1504,1507,4206
1506,815,5
1506,1248,769
1506,68,442
1508,315,3198
1508,2709,864
1508,315,521
1509,758,7
1509,3373,1913
1509,3376,1172
1510,1086,2733
1510,806,132
1510,1086,4982
1511,148,679
1511,102,1243
1511,148,1777
1512,1332,1147
1512,2709,2948
1512,1384,2147
1513,1859,3254
1513,1020,609
1513,3385,497
1514,1441,694
1514,3271,2649
1514,758,941
1515,2358,111
1515,2977,4034
1515,2977,747
1516,435,170
1516,1548,963
1516,148,84
1517,2002,3436
1517,806,130
1517,806,4978
1519,4814,1334
1519,4814,591
1519,363,1906
1520,373,103
1520,150,276
1520,373,676
1521,68,338
1521,702,2230
1521,1077,51
1522,2772,54
1522,2772,860
1522,1041,3823
1523,183,78
1523,3427,3530
1523,183,485
1524,448,2567
1524,1518,936
1524,3016,1524
1525,1338,1501
1525,1020,26
1525,444,1167
1526,24,503
1526,4259,60
1526,24,703
1527,1186,317
1527,1186,295
1527,3345,2952
1528,2319,548
1528,2260,327
1528,2319,3368
1529,1041,600
1529,1041,4422
1529,3033,1858
1530,3505,711
1530,1934,193
1530,148,3171
1531,2319,3546
1531,398,745
1531,2319,902
1532,1703,214
1532,2376,1409
1532,2376,2885
1533,1495,2343
1533,1495,405
1533,1495,291
1534,568,2426
1534,187,410
1534,862,1950
1535,3373,2848
1535,3145,1474
1535,1384,1808
1536,1614,3528
1536,2376,4980
1536,4192,91
1537,3133,2654
1537,1934,1316
1537,4014,1832
1538,3034,327
1538,2905,1612
1538,2905,3296
1539,2406,244
1539,3983,1987
1539,183,891
1540,3224,238
1540,3224,1439
1540,3224,1540
1541,,
1541,,
1541,,
1542,315,1434
1542,24,1828
1542,24,1925
1543,1819,1131
1543,905,136
1543,905,72
1544,540,100
1544,448,5031
1544,292,55
1545,702,2411
1545,2525,2464
1545,691,3323
1546,24,3933
1546,605,3632
1546,663,2191
1547,46,4282
1547,1077,209
1547,68,3410
1549,3541,836
1549,3541,1763
1549,373,445
1550,225,1121
1550,225,498
1550,398,553
1551,3133,2688
1551,1934,3996
1551,2252,2157
1552,4079,275
1552,1703,1099
1552,4079,3361
1553,2914,224
1553,2814,221
1553,2814,8
1554,4550,718
1554,1041,2292
1554,3592,564
1555,691,342
1555,691,1470
1555,691,1465
1556,1703,1622
1556,982,2410
1556,1703,645
1557,3969,593
1557,3969,66
1557,3969,72
1558,4058,3358
1558,4058,351
1558,42,527
1559,319,2041
1559,183,533
1559,2226,5112
1560,2513,2490
1560,2513,357
1560,2513,2878
1561,1359,369
1561,1548,166
1561,116,1628
1562,605,4257
1562,3481,978
1562,605,4630
1563,997,4051
1563,997,1424
1563,997,2644
1564,148,172
1564,1338,69
1564,691,2913
1565,148,1295
1565,921,4317
1565,921,365
1566,3567,2351
1566,3567,602
1566,1128,2896
1567,1751,534
1567,1751,168
1567,24,2993
1568,905,1926
1568,24,251
1568,2362,893
1569,174,414
1569,174,4727
1569,1859,4664
1570,568,3093
1570,568,2431
1570,1213,151
1572,862,1040
1572,1353,5100
1572,116,1
1573,1359,651
1573,1833,262
1573,1359,2153
1574,2281,2361
1574,1833,817
1574,601,3625
1575,1859,1838
1575,1603,1954
1575,921,10
1576,663,2146
1576,663,1576
1576,663,2807
1577,4071,3049
1577,2252,5067
1577,4071,1035
1578,2877,1578
1578,1751,1922
1578,1020,26
1579,3427,414
1579,3427,2143
1579,1571,634
1580,2370,176
1580,579,659
1580,579,147
1581,1819,1279
1581,1338,2198
1581,150,788
1582,579,672
1582,4601,2285
1582,4601,2873
1583,532,622
1583,1892,2084
1583,532,2
1584,921,867
1584,116,3999
1584,1098,646
1585,319,2422
1585,329,1814
1585,540,2246
1586,3373,134
1586,3373,348
1586,1384,2605
1587,1384,3186
1587,1332,787
1587,315,528
1588,355,1929
1588,355,2940
1588,150,145
1589,3512,205
1589,1128,891
1589,3512,424
1590,2267,12
1590,478,4072
1590,478,3611
1591,815,139
1591,4654,3004
1591,4654,2021
1592,601,4450
1592,24,11
1592,24,1292
1593,4737,1512
1593,1455,3917
1593,1425,3526
1594,1548,597
1594,1548,967
1594,526,3168
1595,4416,679
1595,601,1855
1595,4416,534
1596,3151,2560
1596,862,186
1596,3151,3911
1597,2362,1965
1597,2362,1566
1597,1851,2683
1598,363,1242
1598,24,4720
1598,355,4131
1599,315,2151
1599,315,3724
1599,315,309
1600,35,354
1600,448,13
1600,35,4513
1601,2525,1333
1601,2525,3252
1601,2525,826
1602,1155,218
1602,292,128
1602,292,574
1604,225,378
1604,225,748
1604,225,124
1605,2104,603
1605,2104,262
1605,1164,179
1606,5071,1393
1606,5071,1379
1606,5071,729
1607,691,76
1607,691,986
1607,806,1202
1608,1934,2688
1608,1934,4750
1608,3133,4770
1609,556,37
1609,556,4201
1609,556,1009
1610,2289,321
1610,905,4427
1610,2289,455
1611,315,3353
1611,3376,3198
1611,2170,3166
1612,3763,1540
1612,225,2514
1612,3345,104
1613,1703,19
1613,1703,26
1613,1703,616
1615,977,241
1615,977,1407
1615,812,1141
1616,46,677
1616,102,890
1616,292,3027
1617,2461,314
1617,2461,1617
1617,2461,2658
1618,35,2351
1618,1548,203
1618,1338,514
1619,398,2055
1619,1425,1134
1619,329,149
1620,1248,454
1620,1248,75
1620,1248,1143
1621,1746,548
1621,1746,5
1621,605,2218
1622,862,3292
1622,1164,818
1622,395,396
1623,702,3953
1623,1024,1366
1623,1077,424
1624,2252,887
1624,2260,2208
1624,1879,3600
1625,444,2048
1625,5071,1969
1625,444,4953
1626,532,409
1626,762,3128
1626,532,4832
1627,3766,210
1627,1086,1176
1627,3766,2585
1628,1819,1870
1628,1155,1449
1628,68,2676
1629,204,2379
1629,1505,4138
1629,1548,439
1630,4006,4149
1630,2370,2907
1630,2370,3872
1631,982,1992
1631,1077,1392
1631,435,248
1632,526,657
1632,578,4579
1632,435,84
1633,4911,3587
1633,315,1088
1633,1425,590
1634,1269,3623
1634,2047,1830
1634,532,4502
1635,174,1160
1635,2376,107
1635,2376,269
1636,901,7
1636,901,4852
1636,2604,425
1637,888,4110
1637,1868,1309
1637,4443,3451
1638,1098,10
1638,1614,855
1638,1614,855
1639,806,80
1639,1086,1632
1639,806,88
1640,204,247
1640,2320,247
1640,4712,2753
1641,578,1157
1641,578,1928
1641,5071,480
1642,1237,569
1642,2142,1422
1642,315,4309
1643,398,32
1643,398,1531
1643,1271,1345
1644,2399,3569
1644,2399,1372
1644,2399,49
1645,355,712
1645,355,2371
1645,355,0
1646,1384,2144
1646,4737,864
1646,1384,1913
1647,,
1647,,
1647,,
1648,866,3110
1648,292,2941
1648,2772,254
1649,568,2055
1649,2160,1678
1649,568,1395
1650,2320,878
1650,1116,1996
1650,579,4101
1651,46,791
1651,1269,672
1651,1269,3623
1652,691,566
1652,148,1103
1652,1271,4628
1653,24,2140
1653,1772,2316
1653,1772,298
1654,3864,1730
1654,3864,3646
1654,2170,3724
1655,3856,335
1655,901,2283
1655,3608,636
1656,556,939
1656,691,2516
1656,691,235
1658,1116,304
1658,1116,43
1658,3567,40
1659,292,1162
1659,4235,14
1659,556,514
1660,2170,162
1660,1338,2900
1660,2170,4161
1661,286,3668
1661,1098,117
1661,286,1520
1662,526,1473
1662,526,2071
1662,601,267
1663,2480,1398
1663,395,1882
1663,3608,324
1664,315,1045
1664,315,3019
1664,943,382
1665,1128,1306
1665,758,13
1665,901,499
1666,862,3527
1666,225,310
1666,2593,3774
1667,753,3311
1667,753,2851
1667,753,413
1668,444,1861
1668,3582,2456
1668,3582,796
1669,1441,3008
1669,1441,1199
1669,1441,1146
1670,3868,2
1670,2932,3600
1670,3354,3600
1671,779,1133
1671,4658,2828
1671,4658,1671
1672,1970,2098
1672,1970,3188
1672,1970,99
1673,398,3870
1673,102,5115
1673,398,1619
1674,46,2088
1674,753,1774
1674,360,3170
1675,187,3314
1675,1229,467
1675,174,1889
1676,4236,145
1676,1041,3719
1676,1041,1554
1677,3034,2764
1677,2047,3726
1677,2591,2266
1678,1077,3968
1678,330,2888
1678,68,789
1679,3145,1423
1679,1384,528
1679,3146,1937
1680,691,139
1680,691,566
1680,691,1090
1681,4014,1486
1681,2252,887
1681,4014,1624
1682,1455,899
1682,1455,2900
1682,1455,1610
1683,1505,245
1683,1518,1145
1683,1505,4611
1684,4349,2544
1684,4349,199
1684,4349,303
1685,444,197
1685,444,1814
1685,1329,347
1686,815,269
1686,762,276
1686,866,3599
1687,362,190
1687,42,14
1687,362,653
1688,148,1747
1688,174,857
1688,812,1138
1689,1329,761
1689,1329,761
1689,373,331
1690,812,422
1690,24,3082
1690,24,4477
1691,68,192
1691,68,1889
1691,68,1267
1692,1338,1418
1692,5071,218
1692,1338,2232
1693,812,857
1693,174,1741
1693,850,4231
1694,286,1698
1694,286,832
1694,3041,4095
1695,3763,1612
1695,3763,4313
1695,35,421
1696,116,1261
1696,2226,5165
1696,116,3537
1697,2362,349
1697,292,3642
1697,2362,893
1698,3224,667
1698,4193,202
1698,540,2083
1699,1098,1661
1699,1098,10
1699,532,2712
1700,3016,920
1700,3016,211
1700,1085,1616
1701,2142,162
1701,315,3273
1701,315,1458
1702,2415,436
1702,2415,1797
1702,2415,3549
1704,4374,726
1704,292,2031
1704,4374,160
1705,204,2654
1705,204,2778
1705,1229,169
1706,1400,821
1706,1495,525
1706,1400,213
1707,174,1552
1707,363,2722
1707,3271,1514
1708,174,964
1708,174,710
1708,174,1708
1709,102,193
1709,102,434
1709,1020,2563
1710,2170,1134
1710,315,304
1710,2142,488
1711,116,2123
1711,921,1584
1711,116,1217
1712,1505,215
1712,1518,1498
1712,398,4926
1713,2358,232
1713,2358,512
1713,2358,754
1714,362,3961
1714,362,126
1714,183,2867
1715,578,641
1715,758,4763
1715,758,2610
1716,,
1716,,
1716,,
1717,1020,4283
1717,1085,391
1717,1518,1380
1718,540,5174
1718,24,4829
1718,1614,1952
1719,5004,1277
1719,24,903
1719,5004,156
1720,1732,520
1720,556,452
1720,556,743
1721,1359,86
1721,1359,229
1721,1359,1602
1722,2320,1650
1722,2320,2287
1722,174,408
1723,2914,1462
1723,2914,98
1723,3718,10
1724,3718,10
1724,3718,963
1724,762,1276
1725,444,669
1725,2880,27
1725,102,4500
1726,663,2325
1726,116,1376
1726,2455,1793
1727,187,3035
1727,1161,1036
1727,187,2148
1728,3636,1431
1728,3308,2317
1728,2104,1639
1729,3466,433
1729,3466,1729
1729,3466,216
1730,3864,1779
1730,3864,1399
1730,315,1535
1731,605,2751
1731,605,4491
1731,1571,1198
1733,35,899
1733,691,1305
1733,35,2656
1734,2634,3564
1734,1892,103
1734,1892,1769
1735,3763,472
1735,3763,3430
1735,292,7
1736,736,3501
1736,526,62
1736,360,1794
1737,1213,823
1737,416,1432
1737,416,127
1738,888,2013
1738,1020,1513
1738,888,1284
1739,315,1474
1739,315,1701
1739,150,1792
1740,,
1740,,
1740,,
1741,174,1592
1741,174,1707
1741,3466,1741
1742,3636,3339
1742,758,2610
1742,3636,1060
1743,2679,852
1743,2769,1743
1743,2679,3836
1744,102,310
1744,2634,986
1744,102,36
1745,2914,4738
1745,2914,2153
1745,35,84
1747,2320,1287
1747,1219,459
1747,2320,269
1748,1507,3733
1748,1507,1080
1748,1507,43
1749,2768,1813
1749,2768,3713
1749,921,1840
1750,319,2041
1750,758,368
1750,319,2467
1752,35,342
1752,2281,2955
1752,35,581
1753,444,1536
1753,35,2602
1753,35,1733
1754,1772,4631
1754,1772,2890
1754,1772,346
1755,116,3
1755,315,451
1755,315,2329
1756,1772,157
1756,24,2039
1756,24,651
1757,398,1717
1757,2799,848
1757,1400,59
1758,1400,38
1758,663,453
1758,943,588
1759,1880,916
1759,362,65
1759,758,30
1760,3466,2549
1760,478,3536
1760,1614,1908
1761,1603,2327
1761,663,533
1761,3942,149
1762,1164,1394
1762,398,2025
1762,1164,1806
1763,663,4960
1763,663,715
1763,663,3972
1764,977,78
1764,977,21
1764,977,2299
1765,4550,14
1765,736,160
1765,4550,1554
1766,174,64
1766,1746,81
1766,174,465
1768,540,1167
1768,540,2382
1768,330,1308
1769,2362,1769
1769,2362,4489
1769,1359,1721
1770,2319,138
1770,2319,3195
1770,2319,2109
1771,2480,224
1771,1915,1905
1771,2170,2111
1773,315,4174
1773,315,2749
1773,315,1172
1774,5012,1286
1774,435,1225
1774,779,1595
1775,4911,751
1775,315,1827
1775,4737,1654
1776,1332,3166
1776,2170,2389
1776,1425,2556
1777,2047,1777
1777,5092,4742
1777,148,2195
1778,1271,364
1778,1271,845
1778,1271,3803
1779,2142,1646
1779,2142,3283
1779,315,495
1780,150,321
1780,663,1350
1780,812,903
1781,850,4007
1781,850,3317
1781,4814,1334
1782,532,629
1782,478,394
1782,532,2113
1783,2814,1553
1783,1229,4667
1783,1819,7
1784,862,2052
1784,2047,1417
1784,862,3561
1785,3201,4498
1785,1041,219
1785,1041,717
1786,319,4080
1786,319,1194
1786,444,2477
1787,355,608
1787,225,229
1787,42,343
1788,1970,561
1788,1219,1111
1788,3220,1788
1789,24,417
1789,24,2543
1789,187,582
1790,1041,0
1790,1041,2296
1790,2591,1790
1791,4550,231
1791,292,4313
1791,4550,1765
1792,150,110
1792,150,265
1792,225,4392
1793,3854,4691
1793,3466,1871
1793,3466,2803
1794,478,56
1794,319,649
1794,478,1726
1795,360,5070
1795,1914,1109
1795,3969,227
1796,363,377
1796,435,167
1796,2713,868
1797,2415,4082
1797,292,7
1797,1915,3309
1798,42,136
1798,42,3720
1798,1400,4763
1799,1024,3768
1799,1024,1981
1799,1024,2458
1800,2513,2490
1800,2513,189
1800,2513,1075
1801,24,908
1801,24,239
1801,292,499
1802,3983,1087
1802,1269,1676
1802,3983,4730
1803,1851,1910
1803,1818,28
1803,1818,2698
1804,416,508
1804,1085,1804
1804,1085,2938
1805,174,4590
1805,1767,1742
1805,1767,695
1806,888,328
1806,1164,47
1806,1213,450
1807,540,2242
1807,150,289
1807,150,121
1808,1332,3841
1808,315,680
1808,315,1739
1809,943,311
1809,943,2141
1809,943,9
1810,1455,1258
1810,1455,827
1810,1455,5045
1811,1269,4242
1811,68,3405
1811,68,4156
1812,556,240
1812,1859,3321
1812,556,4
1813,2768,1813
1813,1098,2073
1813,1098,4433
1814,444,1668
1814,3201,1685
1814,2825,756
1815,779,3051
1815,862,215
1815,1213,123
1816,355,2984
1816,355,168
1816,355,139
1817,373,25
1817,373,7
1817,373,370
1820,1161,465
1820,1161,137
1820,691,737
1821,148,194
1821,148,402
1821,355,21
1822,997,825
1822,997,803
1822,997,507
1823,579,1849
1823,2877,521
1823,2877,2220
1824,1859,1824
1824,1859,10
1824,187,4120
1825,2799,1036
1825,1732,3535
1825,943,818
1826,330,92
1826,3556,607
1826,1303,1503
1827,2142,1710
1827,2142,1593
1827,2142,4752
1828,815,281
1828,815,1875
1828,174,200
1829,2949,26
1829,68,1678
1829,68,4231
1830,329,2544
1830,526,384
1830,526,388
1831,1657,1831
1831,1657,146
1831,1833,56
1832,1879,1486
1832,3133,4346
1832,2932,1537
1834,448,160
1834,150,624
1834,187,280
1835,2869,2018
1835,286,807
1835,1155,2237
1836,1213,890
1836,1603,240
1836,1213,1781
1837,812,1837
1837,174,1570
1837,174,78
1838,526,1397
1838,1859,3012
1838,4562,44
1839,977,923
1839,977,1185
1839,24,651
1840,1746,1942
1840,1746,500
1840,1746,4706
1841,2281,730
1841,1920,246
1841,540,3003
1842,3224,428
1842,329,672
1842,362,400
1843,2267,321
1843,187,2920
1843,568,1570
1844,187,4237
1844,102,288
1844,46,214
1845,888,2822
1845,1467,2545
1845,888,3451
1846,2679,2390
1846,2513,3575
1846,2679,4974
1847,,
1847,,
1847,,
1848,1495,1151
1848,1495,160
1848,1767,462
1849,35,1167
1849,24,525
1849,1603,128
1850,2932,5058
1850,4071,3049
1850,3481,493
1852,24,3248
1852,24,4005
1852,24,1878
1853,866,845
1853,943,4717
1853,943,899
