N1,A,N2
138,2574,668
139,1355,139
140,679,785
141,3984,3498
142,843,48
143,2525,2368
144,2959,4
145,99,3196
146,3300,850
147,3956,562
149,336,4843
151,2451,1431
152,2028,4384
153,1339,2321
154,4455,3618
155,3503,1727
156,1192,366
157,551,129
158,270,378
159,319,1166
160,2029,1177
161,2519,1403
162,820,233
163,106,1765
164,1900,1095
165,1464,395
166,1454,762
167,1144,2775
168,911,15
169,345,2210
170,34,471
171,211,1336
172,4375,2365
173,217,25
175,4939,239
176,454,811
177,2671,51
178,560,4529
179,386,690
180,375,562
181,1534,3047
182,3679,976
183,2554,512
184,1503,459
185,1128,1665
186,2431,1539
187,1146,284
188,109,2256
189,3638,3133
190,931,661
191,4454,1680
192,14,3261
193,3738,828
194,112,943
195,254,190
196,1240,3340
197,4636,1273
198,992,675
199,3742,199
200,405,3187
201,1310,1276
202,2131,2452
203,1500,547
204,3,1447
205,4074,17
206,639,608
207,644,4701
208,3061,3358
209,1841,1162
210,3810,1681
211,5170,4344
212,132,657
213,64,264
214,770,2023
215,728,3803
216,1128,2084
217,221,741
218,2326,163
219,2077,1809
220,99,2679
221,1011,1465
222,1295,1160
223,1858,156
224,2551,479
225,4392,2491
226,1807,2987
227,4157,338
228,2023,10
229,4955,1597
230,2053,172
231,1960,1583
232,1813,2223
233,506,1720
234,78,3491
235,78,1260
236,1569,1721
237,703,1514
238,698,1803
239,3460,11
240,656,407
241,765,2696
242,228,1589
243,575,1036
244,2109,2120
245,135,109
246,1026,15
247,3804,3315
248,108,402
249,0,2638
250,1809,2882
251,1164,1129
252,707,755
253,507,156
254,1287,352
255,3196,435
256,55,203
257,1157,227
258,4574,1515
259,1083,870
260,495,15
261,679,3450
262,3445,1140
263,274,92
264,346,200
265,5148,1853
266,442,3546
267,937,3514
268,1443,63
269,1354,951
270,688,2489
271,825,455
272,393,3183
273,176,3733
274,826,2128
275,4872,453
276,1305,841
277,1464,2780
278,1064,3616
279,303,3900
280,1146,4312
281,1477,1363
282,466,2158
283,1193,3369
284,1272,1848
285,3358,387
286,2529,1438
287,1564,889
288,620,815
289,2172,3296
290,1267,1941
291,533,2756
292,3739,2562
293,2888,1167
294,1256,496
295,60,3035
296,1876,691
297,2353,3234
298,407,338
299,1851,1093
300,982,807
301,1951,2572
302,1042,163
303,122,2511
304,3046,153
305,319,3802
306,1480,521
307,460,3845
308,2438,1654
309,651,2784
310,2917,552
311,486,760
312,3340,803
313,1781,1431
314,1303,4850
315,4133,134
316,969,576
317,62,742
318,730,1529
319,529,4004
320,650,724
321,2081,1294
322,657,722
323,2919,3573
324,1824,100
325,1029,4225
326,1779,445
327,2451,1630
328,1873,2570
329,3754,89
330,1308,3409
331,3089,3501
332,582,579
333,1277,1748
334,4275,2409
335,2475,280
336,1260,3140
337,1496,283
338,218,3031
339,2786,978
340,97,1410
341,65,1425
342,3542,1049
343,381,151
344,2032,2457
345,2629,11
346,563,3514
347,120,3232
348,3589,1937
349,4784,460
350,94,626
351,4291,4446
352,126,62
353,16,4166
354,345,1737
355,2524,4009
356,2867,2
357,1519,700
358,3342,4091
359,1154,2821
360,573,124
361,3621,358
362,653,2099
363,1184,567
364,682,43
365,2510,4668
366,4890,1709
367,708,542
368,1965,647
369,1497,3482
370,70,4143
371,2271,1290
372,3525,1636
373,373,1813
374,1161,396
375,717,1267
376,4673,2867
377,3910,4048
378,3029,567
379,3710,671
380,2173,835
381,1481,1306
382,1312,584
383,164,1429
384,492,3405
385,1805,3844
386,2998,2257
387,2017,78
388,4437,1536
389,1347,103
390,1429,2216
391,780,1269
392,2771,478
393,2395,1788
394,2394,123
395,1428,3536
396,1566,366
397,3558,3033
398,170,76
399,1,1726
400,1005,1714
401,325,343
402,462,1149
403,121,3139
404,4141,61
405,84,3878
406,147,2176
407,4719,125
408,2763,4235
409,307,2167
410,303,410
411,587,2379
412,257,497
413,2215,4215
414,3087,195
415,1241,450
416,1804,417
417,3772,3068
418,465,3563
419,1190,313
420,1938,79
421,60,2136
422,3261,50
423,3341,241
424,7,4191
425,1435,1129
426,973,4153
427,363,481
428,1270,402
429,629,4341
430,631,578
431,2051,2654
432,4057,4672
433,968,1218
434,52,4410
435,3636,710
436,1868,4270
437,1022,208
438,499,2353
439,1195,1736
440,2155,440
441,2485,4155
442,192,352
443,1334,2951
444,832,3098
445,1920,688
446,1412,1242
447,5159,752
448,2159,3790
449,3063,4182
450,1831,349
451,1764,785
452,55,1609
453,3690,235
454,3489,2706
455,385,1688
456,2056,170
457,2988,1935
458,1006,85
459,557,2782
460,2189,2198
461,215,949
462,690,2228
463,6,566
464,1283,494
465,3895,782
466,891,1665
467,3194,467
468,323,449
469,1526,5019
470,850,901
471,2039,2922
472,4301,2335
473,395,145
474,3203,3252
475,807,162
476,14,4591
477,2200,1491
478,2768,186
479,972,2681
480,3027,1166
481,407,1988
482,4834,3384
483,2194,136
484,2572,173
485,479,3086
486,4483,543
487,446,5143
488,999,2388
489,408,276
490,338,1845
491,50,795
492,712,2040
493,4363,2688
494,2729,2179
495,842,2784
496,359,1039
497,2454,665
498,205,206
499,2158,466
500,1072,3392
501,3692,643
502,19,149
503,2325,98
504,576,1711
505,99,808
506,352,223
507,2851,507
508,104,3032
509,3908,2213
510,320,1124
511,215,2238
512,3267,595
513,5088,1927
514,1338,300
515,1897,2737
516,57,311
517,33,1763
518,194,1199
519,3642,292
520,1975,1119
521,680,56
522,728,1576
523,622,2224
524,608,140
525,1495,469
526,3924,1231
527,3301,556
528,1958,1088
529,76,3493
530,60,3318
531,10,1449
532,41,4128
533,151,2214
534,533,1856
535,146,207
536,936,448
537,580,537
538,1563,840
539,862,2161
540,4075,5041
541,1643,189
542,2029,2228
543,533,182
544,69,132
545,4269,2907
546,2482,4536
547,2367,203
548,211,1457
549,3715,285
550,321,635
551,2251,43
552,44,2771
553,2141,136
554,3436,1846
555,3003,555
556,1720,1933
557,3443,13
558,3530,3179
559,38,364
560,178,548
561,1503,458
562,61,153
563,172,339
564,4155,296
565,4770,4596
566,846,2095
567,1184,135
568,3269,2352
569,183,225
570,51,227
571,213,1307
572,4425,1300
573,3066,347
574,1772,1359
575,3021,2236
576,632,1692
577,3699,1301
578,670,1292
579,982,1435
580,3386,53
581,193,2225
582,729,1831
583,1261,3712
584,872,721
585,2840,132
586,314,1657
587,12,1976
588,443,3
589,4714,3348
590,4665,326
591,346,53
592,3486,2118
593,2793,4065
594,1348,1115
595,4088,247
596,3930,186
597,3682,261
598,272,301
599,392,4150
600,3141,1084
601,713,250
602,2251,1146
603,846,504
604,246,179
605,748,306
606,60,1302
607,3199,146
608,4781,1803
609,2467,476
610,88,337
611,655,1833
612,130,330
613,2988,613
614,454,316
615,1663,139
616,2849,827
617,170,400
618,201,138
619,1012,1437
620,170,701
621,1549,2630
622,186,124
623,512,4263
624,627,1170
625,130,8
626,428,1121
627,664,3969
628,3869,1959
629,683,482
630,1402,1263
631,1358,4082
632,3519,1337
633,2051,745
634,60,921
635,321,656
636,4846,256
637,1520,572
638,896,1456
639,84,994
640,1708,2841
641,669,570
642,224,238
643,3343,2449
644,1914,38
645,2575,3068
646,4236,1844
647,3716,1242
648,1072,491
649,2206,769
650,1854,650
651,1359,4234
652,554,705
653,11,655
654,2194,483
655,651,891
656,1222,892
657,220,764
658,811,573
659,964,1489
660,4931,69
661,1412,4078
662,155,3074
663,3822,511
664,3055,803
665,260,665
666,25,392
667,1543,291
668,565,3609
669,1582,1663
670,1225,617
671,3581,1062
672,107,2135
673,10,2774
674,4586,772
675,992,94
676,438,11
677,984,121
678,11,345
679,749,130
680,2756,4316
681,248,104
682,4926,4307
683,2174,36
684,409,345
685,819,1948
686,5110,1474
687,285,4562
688,146,73
689,3161,3022
690,462,1231
691,2913,2328
692,1043,28
693,202,1547
694,183,3176
695,1473,3581
696,354,1306
697,2023,91
698,607,542
699,1301,586
700,357,3027
701,1234,193
702,1077,875
703,1745,724
704,48,2145
705,538,763
706,3557,3489
707,3757,2742
708,213,416
709,1472,292
710,690,1952
711,2859,3312
712,1868,4164
713,934,1018
714,3797,175
715,182,1165
716,784,3643
717,2288,3806
718,743,481
719,181,2399
720,4059,3235
721,246,2736
722,220,2514
723,589,3056
724,340,703
725,336,707
726,4034,726
727,335,1342
728,1699,4552
729,1559,1183
730,4028,17
731,41,1983
732,3088,47
733,653,11
734,1231,1473
735,3779,4821
736,2429,2717
737,1282,3455
738,1115,689
739,1645,4399
740,805,4638
741,2546,786
742,1221,302
743,215,508
744,4912,569
745,4024,2757
746,3822,2551
747,27,2256
748,316,25
749,2670,3495
750,930,1402
751,1081,633
752,2723,27
753,1247,131
754,3255,469
755,13,62
756,3455,1078
757,632,2534
758,953,836
759,2191,850
760,4848,2343
761,658,495
762,2532,4418
763,543,4010
764,541,645
765,1160,2169
766,3178,2926
767,2451,1630
768,2346,301
769,2337,4855
770,1267,133
771,15,1571
772,373,2461
773,282,2755
774,2739,33
775,1785,3645
776,728,2671
777,1132,381
778,989,1862
779,308,494
780,1676,1145
781,504,5
782,4610,2607
783,1198,2965
784,3015,171
785,232,304
786,4594,1246
787,2111,2170
788,1849,1954
789,2477,2799
790,85,1723
791,2255,1119
792,1985,907
793,1230,1652
794,259,325
795,2069,21
796,1325,2730
797,1518,2887
798,5,3081
799,1571,880
800,157,171
801,1812,1601
802,1513,1246
803,5158,16
804,627,222
805,298,638
806,78,9
807,1231,1305
808,282,318
809,757,1407
810,2533,407
811,696,892
812,1138,312
813,842,1031
814,161,2231
815,910,510
816,1433,442
817,381,395
818,2026,1887
819,1592,3720
820,315,1654
821,4205,821
822,3711,3524
823,2843,1852
824,215,2952
825,2691,825
826,3261,27
827,1210,1508
828,3001,759
829,2383,855
830,592,0
831,448,1468
832,103,1364
833,281,2386
834,264,3364
835,309,765
836,1782,3101
837,41,2215
838,4072,534
839,147,1871
840,518,241
841,28,4276
842,4268,4629
843,2062,1972
844,4542,1138
845,675,576
846,2095,206
847,307,1613
848,868,44
849,2717,425
850,109,225
851,2638,11
852,4272,129
853,1277,1789
854,4527,16
855,10,99
856,2472,2741
857,604,1806
858,1466,1779
859,2696,376
860,1345,2573
861,3365,2193
862,4650,2033
863,243,1816
864,1332,1422
865,103,2959
866,2914,1462
867,4970,2712
868,1218,192
869,121,28
870,1665,759
871,1340,5
872,4596,4093
873,3576,3619
874,4740,2399
875,1667,1675
876,2791,1
877,1248,4405
878,2920,557
879,781,497
880,766,3863
881,2664,2581
882,1425,1565
883,448,1720
884,451,2516
885,1267,1191
886,0,880
887,62,3332
888,2912,2465
889,320,34
890,1557,796
891,1989,1165
892,1457,2033
893,47,1192
894,227,3890
895,1910,2106
896,3797,21
897,134,2166
898,219,3277
899,486,806
900,1255,4239
901,856,2176
902,176,1261
903,270,858
904,14,680
905,1568,1971
906,5151,1958
907,634,2018
908,1023,444
909,3377,906
910,1712,1756
911,400,9
912,4892,4925
913,4807,293
914,27,367
915,84,3324
916,1405,1656
917,1199,109
918,1726,2523
919,2047,4698
920,616,2447
921,326,47
922,34,77
923,4352,56
924,2145,49
925,60,2832
926,681,2507
927,597,2323
928,2131,178
929,1750,704
930,2698,5135
931,63,343
932,146,659
933,785,844
934,32,902
935,154,1435
936,20,936
937,309,2312
938,4430,15
939,688,4124
940,1352,2320
941,5,875
942,851,700
943,2897,1078
944,4959,13
945,2939,2236
946,1996,2118
947,834,264
948,3083,2067
949,607,716
950,728,3052
951,4374,349
952,3436,2246
953,176,4170
954,494,3523
955,729,4224
956,1515,3755
957,278,1257
958,691,4810
959,1202,616
960,1943,111
961,817,5166
962,2213,1377
963,824,64
964,1044,1103
965,494,954
966,2483,1383
967,1,1446
968,4015,1015
969,604,703
970,1139,664
971,155,70
972,122,3110
973,2359,1301
974,2356,398
975,349,2265
976,426,529
977,1505,398
978,1322,87
979,2697,4905
980,3183,326
981,406,3341
982,3384,1777
983,2042,3224
984,2241,4250
985,1809,3962
986,2070,1433
987,400,1893
988,603,1886
989,336,12
990,2459,2980
991,62,317
992,738,263
993,2705,270
994,4775,1823
995,875,325
996,2913,2030
997,98,1801
998,270,5048
999,1587,2482
1000,3730,645
1001,3326,896
1002,2480,38
1003,3887,1531
1004,642,715
1005,1092,3072
1006,59,307
1007,4417,3825
1008,2859,3897
1009,80,207
1010,97,430
1011,741,2546
1012,2134,53
1013,67,1326
1014,1323,2461
1015,878,62
1016,641,619
1017,41,3612
1018,613,518
1019,416,401
1020,36,3882
1021,503,1354
1022,713,2754
1023,3384,2722
1024,2068,2526
1025,1856,400
1026,1342,2604
1027,3450,550
1028,3474,3934
1029,273,3316
1030,877,560
1031,3695,1103
1032,141,1454
1033,345,927
1034,2012,3965
1035,2797,2654
1036,421,27
1037,3628,441
1038,216,941
1039,2649,464
1040,257,295
1041,2664,1041
1042,475,115
1043,460,476
1044,928,508
1045,775,26
1046,251,2881
1047,892,3158
1048,1286,5012
1049,58,2230
1050,568,610
1051,63,4146
1052,48,1365
1053,761,702
1054,1227,2286
1055,305,1500
1056,1140,3691
1057,45,3296
1058,3275,752
1059,38,1836
1060,1353,15
1061,275,4573
1062,117,3301
1063,2243,1328
1064,367,250
1065,603,446
1066,442,107
1067,2054,764
1068,2336,204
1069,4480,2
1070,485,474
1071,1536,1935
1072,4972,481
1073,101,4782
1074,3771,1470
1075,971,631
1076,218,1433
1077,95,1426
1078,2517,577
1079,288,913
1080,3961,1519
1081,347,3324
1082,1045,190
1083,885,152
1084,3432,4607
1085,1828,249
1086,2729,1439
1087,145,4412
1088,3578,2982
1089,1915,3309
1090,3015,2508
1091,3825,5017
1092,1910,1851
1093,2934,1093
1094,527,880
1095,1927,155
1096,1289,956
1097,292,1260
1098,114,3080
1099,75,437
1100,645,3652
1101,1006,285
1102,1281,207
1103,1909,254
1104,2901,3717
1105,1490,49
1106,2454,1169
1107,1885,600
1108,2310,1382
1109,1697,2454
1110,3173,848
1111,1008,395
1112,5066,1533
1113,998,1469
1114,1856,109
1115,107,2137
1116,1229,1338
1117,309,50
1118,420,221
1119,1015,4323
1120,275,2225
1121,853,456
1122,1960,717
1123,256,101
1124,47,86
1125,394,2175
1126,1976,791
1127,1152,185
1128,1924,1440
1129,3941,729
1130,242,814
1131,3028,4698
1132,753,1362
1133,44,817
1134,323,1896
1135,1321,2759
1136,562,2841
1137,2146,272
1138,2397,97
1139,3761,1139
1140,3429,1659
1141,11,1752
1142,356,2268
1143,358,250
1144,238,535
1145,874,1145
1146,2,628
1147,1761,349
1148,523,2143
1149,1053,2875
1150,2140,2723
1151,4374,1998
1152,4171,50
1153,1114,347
1154,207,83
1155,2792,693
1156,3599,438
1157,659,300
1158,433,19
1159,1336,3436
1160,2415,1160
1161,570,558
1162,778,1288
1163,2043,4398
1164,1011,2852
1165,363,224
1166,1342,613
1167,761,702
1168,4092,4485
1169,1131,296
1170,1610,1156
1171,926,1928
1172,1542,2976
1173,52,4799
1174,1545,115
1175,162,335
1176,1310,2574
1177,23,2343
1178,2347,3253
1179,903,2583
1180,3478,2739
1181,940,239
1182,99,1098
1183,2667,1186
1184,235,834
1185,2455,1128
1186,2009,479
1187,764,1175
1188,753,1181
1189,58,1026
1190,101,1739
1191,1463,2369
1192,2629,690
1193,2657,73
1194,1536,421
1195,384,121
1196,37,556
1197,47,415
1198,1206,3560
1199,4968,771
1200,2743,310
1201,327,3609
1202,1918,234
1203,9,547
1204,1222,526
1205,133,1186
1206,839,1141
1207,25,1708
1208,2283,460
1209,1675,4882
1210,1808,1730
1211,1047,1160
1212,117,272
1213,3238,129
1214,260,37
1215,2408,1087
1216,0,158
1217,1208,1793
1218,1338,1338
1219,686,2144
1220,1448,834
1221,652,3296
1222,304,867
1223,3081,133
1224,640,1163
1225,25,2148
1226,2492,468
1227,3112,1279
1228,363,1872
1229,3594,39
1230,4377,3944
1231,2246,101
1232,2442,3274
1233,975,395
1234,1954,927
1235,2,1073
1236,863,3227
1237,170,2852
1238,854,173
1239,2940,1603
1240,140,1243
1241,344,350
1242,53,287
1243,1008,349
1244,2740,259
1245,647,842
1246,304,4082
1247,428,1247
1248,530,4658
1249,144,2941
1250,2757,3448
1251,244,2248
1252,640,1295
1253,725,1169
1254,216,3492
1255,99,1358
1256,37,6
1257,307,987
1258,926,2789
1259,495,2825
1260,2084,950
1261,110,1916
1262,173,2481
1263,621,2135
1264,2100,372
1265,3179,1665
1266,3502,846
1267,3267,989
1268,1829,2726
1269,4454,1620
1270,335,1940
1271,376,566
1272,1807,21
1273,946,1778
1274,225,51
1275,3134,2898
1276,2307,2266
1277,3235,144
1278,1019,390
1279,455,1372
1280,4292,2027
1281,1040,292
1282,737,869
1283,3654,152
1284,665,171
1285,2349,47
1286,1823,403
1287,575,1938
1288,1896,4535
1289,149,1694
1290,553,1166
1291,3141,2331
1292,800,253
1293,3847,707
1294,2573,2248
1295,253,4341
1296,917,132
1297,163,372
1298,144,198
1299,4,61
1300,2051,1300
1301,923,2075
1302,4370,75
1303,28,1167
1304,2036,1079
1305,1473,3307
1306,781,2695
1307,1,6
1308,325,1059
1309,1731,2284
1310,197,59
1311,1463,1140
1312,256,1768
1313,655,753
1314,3390,655
1315,2105,1139
1316,3424,2121
1317,391,1122
1318,3897,1256
1319,898,2307
1320,2200,2842
1321,4003,1135
1322,2155,2485
1323,617,115
1324,2321,162
1325,1003,2102
1326,2782,89
1327,2473,363
1328,1877,3227
1329,3281,273
1330,3979,1202
1331,775,2151
1332,1958,1509
1333,1522,2030
1334,28,402
1335,4410,2552
1336,1089,281
1337,1606,1500
1338,1613,1807
1339,111,2306
1340,2535,432
1341,950,602
1342,731,3203
1343,713,232
1344,299,1066
1345,2458,1622
1346,641,8
1347,1334,4601
1348,1050,1374
1349,159,219
1350,403,1823
1351,1191,3988
1352,2000,1377
1353,104,3345
1354,1374,2160
1355,60,2459
1356,691,3523
1357,1119,5114
1358,631,707
1359,3758,1359
1360,1017,2724
1361,1972,491
1362,57,917
1363,2098,63
1364,2815,2555
1365,1627,149
1366,114,1981
1367,5134,3710
1368,748,432
1369,2593,2606
1370,52,536
1371,498,118
1372,1454,2568
1373,1978,168
1374,2352,1366
1375,2121,3424
1376,3341,3567
1377,312,1944
1378,3716,2041
1379,4867,1519
1380,1887,3440
1381,18,1414
1382,688,508
1383,533,2639
1384,4478,315
1385,2860,347
1386,487,529
1387,119,343
1388,2993,41
1389,659,939
1390,2506,528
1391,634,609
1392,2658,2
1393,3519,1625
1394,3602,2545
1395,1144,664
1396,454,500
1397,681,52
1398,913,4643
1399,1416,1770
1400,1337,3101
1401,298,2639
1402,1047,682
1403,1362,1610
1404,4386,4354
1405,4020,2745
1406,613,1270
1407,636,3979
1408,1669,1975
1409,168,1367
1410,319,3760
1411,1089,1096
1412,41,361
1413,2066,2243
1414,1488,3476
1415,619,45
1416,2463,5016
1417,1583,2411
1418,772,4677
1419,1438,4494
1420,4379,3964
1421,3388,3147
1422,453,3811
1423,1324,1390
1424,1925,2537
1425,153,606
1426,437,2594
1427,2204,262
1428,1784,1
1429,1225,168
1430,1416,134
1431,4394,955
1432,2159,1994
1433,1762,491
1434,1810,864
1435,2170,40
1436,2405,815
1437,729,1613
1438,647,1693
1439,18,2146
1440,41,2322
1441,2577,1691
1442,830,279
1443,217,334
1444,43,584
1445,4586,2402
1446,1343,4128
1447,2822,888
1448,153,2314
1449,228,4242
1450,60,1802
1451,463,1278
1452,2470,623
1453,1237,2760
1454,1372,921
1455,2977,2358
1456,819,1541
1457,1790,1932
1458,2170,1107
1459,698,1865
1460,2458,2156
1461,1644,201
1462,751,1455
1463,631,1463
1464,2212,323
1465,697,880
1466,4211,437
1467,278,2964
1468,2362,1568
1469,3,4202
1470,1222,1488
1471,95,3131
1472,687,3300
1473,1494,77
1474,1937,2871
1475,2176,1871
1476,1339,1399
1477,2913,178
1478,528,1565
1479,4035,1762
1480,908,16
1481,1940,2637
1482,1953,586
1483,642,1569
1484,785,54
1485,620,3569
1486,1037,1537
1487,2188,128
1488,2125,1100
1489,791,4275
1490,1651,26
1491,1727,2272
1492,2826,105
1493,1383,1520
1494,2862,3928
1495,3830,2
1496,522,3597
1497,341,3843
1498,3368,427
1499,1340,1499
1500,131,418
1501,1436,81
1502,1726,196
1503,1627,197
1504,669,570
1505,925,3343
1506,1248,2287
1507,355,997
1508,2834,228
1509,134,1514
1510,4657,293
1511,1352,1452
1512,1593,1611
1513,1281,2775
1514,453,1012
1515,843,2909
1516,2675,991
1517,4982,3058
1518,3707,187
1519,1692,2697
1520,899,472
1521,186,4326
1522,967,1437
1523,586,581
1524,3671,455
1525,299,879
1526,15,2120
1527,4363,2038
1528,898,3293
1529,1201,244
1530,1060,364
1531,178,4359
1532,2057,1445
1533,198,164
1534,478,431
1535,3578,3273
1536,1515,1588
1537,1035,1037
1538,2014,2794
1539,2785,2762
1540,1752,185
1541,690,3903
1542,1258,1508
1543,295,4356
1544,2332,1567
1545,1560,480
1546,818,1557
1547,1267,1060
1548,398,887
1549,1814,2790
1550,2194,980
1551,2205,3798
1552,1003,4955
1553,3333,4
1554,4927,859
1555,2120,4613
1556,4367,469
1557,2036,3503
1558,576,2957
1559,4798,1559
1560,2639,1658
1561,1548,187
1562,2451,3429
1563,269,201
1564,2837,492
1565,3324,319
1566,3248,866
1567,3629,34
1568,390,91
1569,1922,6
1570,250,290
1571,1505,1571
1572,814,588
1573,160,294
1574,1964,1797
1575,2705,321
1576,838,352
1577,4071,3085
1578,1657,2749
1579,2184,10
1580,543,1350
1581,78,1803
1582,669,1466
1583,27,321
1584,814,1237
1585,405,128
1586,2330,696
1587,1244,1212
1588,399,139
1589,832,3260
1590,1813,1314
1591,3393,958
1592,935,1665
1593,3881,267
1594,4591,14
1595,507,3002
1596,2820,2974
1597,58,2043
1598,0,1096
1599,895,17
1600,208,456
1601,1142,520
1602,1092,3942
1603,1040,81
1604,3979,4207
1605,34,2218
1606,3421,1016
1607,2760,1727
1608,885,1068
1609,541,4398
1610,254,477
1611,4322,2170
1612,4,4198
1613,243,863
1614,111,4979
1615,4392,39
1616,916,3345
1617,1105,2336
1618,1338,3867
1619,181,3014
1620,1661,176
1621,3712,386
1622,1095,1097
1623,596,1984
1624,2007,1854
1625,547,408
1626,934,325
1627,20,3983
1628,117,1212
1629,38,1400
1630,687,3149
1631,73,146
1632,556,2522
1633,5108,820
1634,844,2174
1635,120,2012
1636,3495,707
1637,165,4276
1638,2724,3793
1639,572,590
1640,4151,436
1641,3977,1641
1642,505,99
1643,1563,175
1644,2120,353
1645,939,4310
1646,2144,1646
1647,2478,1212
1648,419,255
1649,2793,776
1650,1526,2796
1651,5,177
1652,2011,888
1653,157,1859
1654,3198,3073
1655,1871,1199
1656,248,887
1657,2749,4651
1658,2639,519
1659,556,2024
1660,1581,84
1661,246,811
1662,2714,4000
1663,313,1981
1664,1775,1646
1665,2188,586
1666,994,482
1667,4750,2426
1668,3208,405
1669,350,1066
1670,1452,1879
1671,253,1110
1672,135,268
1673,2315,1196
1674,1661,1080
1675,1090,1838
1676,898,2307
1677,58,853
1678,3524,3711
1679,2689,1654
1680,1026,941
1681,1187,3863
1682,1171,3659
1683,29,421
1684,14,620
1685,221,1955
1686,2841,9
1687,1893,740
1688,2908,3830
1689,1493,923
1690,3591,205
1691,4015,3738
1692,2894,1504
1693,1277,4028
1694,401,1260
1695,2840,108
1696,185,4577
1697,156,804
1698,985,1220
1699,4129,2561
1700,941,739
1701,353,4644
1702,436,421
1703,1020,29
1704,188,13
1705,2882,4683
1706,1336,348
1707,3380,1988
1708,22,2265
1709,4695,228
1710,2,743
1711,1489,689
1712,300,3081
1713,140,908
1714,793,129
1715,578,153
1716,1766,525
1717,318,4359
1718,545,3759
1719,690,2946
1720,514,1911
1721,690,709
1722,2965,2148
1723,2762,156
1724,1248,10
1725,381,1044
1726,1450,896
1727,5153,899
1728,844,2692
1729,206,48
1730,2438,3376
1731,606,4661
1732,1027,2197
1733,4483,486
1734,602,989
1735,1233,4470
1736,1086,375
1737,1039,3020
1738,1389,3984
1739,1220,1153
1740,2070,1723
1741,1387,1264
1742,1049,30
1743,852,1743
1744,856,336
1745,2584,2898
1746,2679,1032
1747,3192,1094
1748,674,6
1749,3111,1280
1750,881,83
1751,140,570
1752,2842,287
1753,1145,2853
1754,1653,229
1755,1172,2446
1756,2280,948
1757,320,2681
1758,567,320
1759,2284,196
1760,979,4468
1761,663,802
1762,76,1460
1763,233,2518
1764,1068,935
1765,120,402
1766,1071,4863
1767,3358,136
1768,1164,210
1769,1892,1005
1770,1808,134
1771,2141,3234
1772,2616,3249
1773,2392,1679
1774,473,2193
1775,864,4203
1776,1171,431
1777,3384,2722
1778,62,3528
1779,1171,1397
1780,3363,104
1781,99,2467
1782,706,3682
1783,1507,2242
1784,436,4182
1785,25,196
1786,3180,724
1787,71,925
1788,282,1788
1789,3755,3829
1790,171,38
1791,930,568
1792,846,388
1793,1655,382
1794,2608,3567
1795,1504,172
1796,1065,425
1797,2504,3950
1798,167,859
1799,2382,3669
1800,1840,36
1801,347,2860
1802,15,1368
1803,1315,4330
1804,5131,1045
1805,2322,2221
1806,280,1671
1807,648,1491
1808,1508,3975
1809,937,220
1810,546,2446
1811,1948,1811
1812,589,809
1813,2768,1623
1814,1005,1092
1815,4615,1577
1816,4628,326
