N1,A,N2
1247,24,931
1247,753,316
1247,753,65
1249,2319,417
1249,2319,4
1249,2679,646
1251,355,699
1251,556,4045
1251,663,2421
1252,362,389
1252,183,2603
1252,292,709
1253,540,4697
1253,601,752
1253,601,989
1254,753,788
1254,204,493
1254,102,2055
1255,949,28
1255,3297,898
1255,150,682
1256,850,37
1256,1370,721
1256,850,1349
1257,1467,2277
1257,1467,2269
1257,3199,2617
1258,1425,1682
1258,1332,3551
1258,1425,2060
1259,2289,119
1259,2289,709
1259,2289,653
1260,2604,721
1260,901,335
1260,901,707
1261,1020,2173
1261,1020,339
1261,435,1320
1262,3151,2996
1262,4258,489
1262,68,2676
1263,663,838
1263,319,1585
1263,416,3522
1264,1505,1264
1264,1505,4376
1264,1400,1337
1265,68,2526
1265,68,4231
1265,1885,3594
1266,901,57
1266,901,1655
1266,362,277
1267,1269,361
1267,2399,0
1267,204,489
1268,921,305
1268,183,1576
1268,921,26
1270,24,1136
1270,812,1708
1270,24,487
1272,866,2206
1272,1441,1276
1272,866,837
1273,1161,149
1273,4058,1388
1273,373,1273
1274,1614,3325
1274,174,237
1274,1571,331
1275,1303,2194
1275,1303,922
1275,1303,2529
1276,1970,1979
1276,1441,1129
1276,1970,2828
1277,116,558
1277,42,1
1277,363,507
1278,663,343
1278,2604,1185
1278,663,971
1279,46,210
1279,1250,0
1279,1819,1
1280,2358,345
1280,2358,786
1280,2047,1634
1281,3147,381
1281,921,2138
1281,693,1575
1282,2414,3709
1282,2414,1553
1282,1338,2755
1283,292,3789
1283,5012,4975
1283,292,4898
1284,1467,2535
1284,1467,1738
1284,4396,5098
1285,943,803
1285,601,2298
1285,601,109
1286,5012,261
1286,5012,33
1286,4671,1286
1287,578,776
1287,355,80
1287,1505,1264
1288,2480,677
1288,2480,38
1288,46,2903
1289,1164,1299
1289,556,2965
1289,949,145
1290,850,1655
1290,2455,3473
1290,2455,266
1291,2825,2701
1291,2591,485
1291,2591,2307
1292,982,4607
1292,982,38
1292,174,846
1293,355,1044
1293,3567,1566
1293,355,2371
1294,862,1622
1294,3867,1465
1294,2320,221
1295,35,1595
1295,1085,0
1295,1085,1055
1296,4396,1873
1296,779,771
1296,779,41
1297,360,525
1297,360,14
1297,150,858
1298,3630,1586
1298,1818,25
1298,4453,126
1299,1164,675
1299,395,1981
1299,330,356
1300,46,4197
1300,24,666
1300,24,1718
1301,2370,31
1301,2370,520
1301,2370,3019
1302,2320,358
1302,2320,3386
1302,3069,1294
1304,1833,1151
1304,1518,2139
1304,363,2722
1305,691,3332
1305,736,1235
1305,691,958
1306,448,1583
1306,448,1253
1306,448,482
1307,355,544
1307,1098,51
1307,204,1883
1308,330,1192
1308,812,4693
1308,448,90
1309,174,503
1309,35,1618
1309,329,5093
1310,3016,8
1310,1703,916
1310,1703,2776
1311,4157,169
1311,398,877
1311,398,420
1312,2825,403
1312,204,3944
1312,2825,4551
1313,1915,367
1313,24,2956
1313,4599,3517
1314,3864,4052
1314,4453,2469
1314,901,57
1315,3576,3772
1315,35,2567
1315,3576,2589
1316,1934,1608
1316,2593,2418
1316,3133,2654
1317,68,3356
1317,68,1318
1317,102,445
1318,806,2627
1318,815,282
1318,806,76
1319,3288,910
1319,1116,1650
1319,3867,1465
1320,204,3
1320,398,3010
1320,1085,48
1321,901,105
1321,42,4427
1321,42,2453
1322,3481,3722
1322,2932,564
1322,3133,1316
1323,2226,2883
1323,2461,2114
1323,2226,3200
1324,2142,1171
1324,1425,171
1324,1384,2329
1325,292,891
1325,1892,805
1325,1892,4950
1326,2591,453
1326,762,1941
1326,762,1326
1327,362,3020
1327,24,297
1327,24,966
1328,1467,2163
1328,1020,4887
1328,1972,2339
1330,753,664
1330,42,387
1330,693,0
1331,478,2749
1331,1024,54
1331,3147,1281
1333,2869,3387
1333,1505,2722
1333,1885,495
1334,183,3208
1334,4814,267
1334,1219,968
1335,1098,1515
1335,1518,1216
1335,1098,1376
1336,1086,4982
1336,702,1317
1336,702,740
1337,2513,519
1337,1155,922
1337,1400,1388
1339,1384,2829
1339,398,220
1339,1332,3469
1340,3199,602
1340,1116,235
1340,888,1063
1341,1269,1899
1341,3718,1724
1341,3505,721
1342,850,624
1342,850,257
1342,866,4352
1343,1164,1289
1343,1155,2756
1343,1164,372
1344,102,228
1344,102,835
1344,4157,449
1345,1271,516
1345,1271,138
1345,1271,2801
1346,1467,3212
1346,1467,4883
1346,3070,1014
1347,1024,310
1347,1237,3526
1347,1237,1453
1348,2399,3569
1348,416,716
1348,1657,4718
1349,319,253
1349,850,995
1349,319,2954
1350,3718,4029
1350,3388,2460
1350,3388,765
1351,148,946
1351,3352,39
1351,3352,86
1352,3592,1352
1352,605,4528
1352,605,1957
1354,1879,88
1354,1338,1501
1354,68,3572
1355,2358,1280
1355,174,1855
1355,1920,1121
1356,691,644
1356,691,2913
1356,2679,3836
1357,435,70
1357,435,167
1357,435,4224
1358,2337,193
1358,2337,454
1358,2337,769
1360,2047,1457
1360,3033,4002
1360,2047,1111
1361,204,288
1361,204,3986
1361,204,2198
1362,362,2878
1362,753,2343
1362,362,842
1363,3619,1897
1363,3598,4440
1363,2002,3267
1364,1885,202
1364,1885,3874
1364,1155,249
1365,204,3184
1365,762,2453
1365,762,2804
1366,1024,202
1366,2160,1649
1366,1024,423
1367,398,247
1367,398,3924
1367,532,25
1368,1880,1352
1368,605,3956
1368,1703,618
1369,1186,1699
1369,2932,1067
1369,4079,3328
1371,362,366
1371,3636,1060
1371,362,61
1372,2399,7
1372,693,290
1372,1250,1082
1373,174,382
1373,2914,145
1373,2914,17
1374,4415,293
1374,2461,1274
1374,116,4617
1375,1237,643
1375,3196,2014
1375,1269,2231
1376,204,1640
1376,921,3974
1376,116,1391
1377,2881,3193
1377,286,807
1377,286,2179
1378,24,4829
1378,3582,1378
1378,225,1678
1379,1155,2102
1379,5071,1379
1379,5071,1393
1380,1518,2675
1380,1518,3350
1380,3016,192
1381,526,76
1381,949,465
1381,949,250
1382,292,400
1382,187,4060
1382,578,1204
1383,812,1270
1383,812,2809
1383,943,473
1385,478,558
1385,46,1941
1385,46,1547
1386,319,683
1386,319,1771
1386,319,817
1387,663,2182
1387,901,7
1387,663,1080
1388,2414,5109
1388,579,734
1388,2414,3850
1389,1972,909
1389,4443,1328
1389,888,1973
1390,3864,5045
1390,3864,1730
1390,3146,2599
1391,2825,1312
1391,204,2080
1391,2825,2531
1392,2680,2940
1392,1657,4719
1392,1077,2658
1393,116,41
1393,1155,2035
1393,5071,4113
1394,4088,247
1394,4349,2544
1394,150,3882
1395,568,2268
1395,116,2073
1395,3541,261
1396,1915,1771
1396,1915,513
1396,1548,741
1397,225,4581
1397,1338,1174
1397,526,456
1398,1880,93
1398,1880,1925
1398,1880,1068
1399,1332,1776
1399,3373,1474
1399,3373,4923
1401,1915,3163
1401,1915,1003
1401,1915,144
1402,526,301
1402,2825,2701
1402,2825,2531
1403,3718,665
1403,3718,1069
1403,1237,2339
1404,1703,773
1404,3288,2534
1404,1703,459
1405,1507,992
1405,4654,224
1405,2905,907
1406,1603,638
1406,363,256
1406,448,1306
1407,901,13
1407,1128,1895
1407,3567,23
1408,24,3097
1408,579,3042
1408,779,287
1409,2376,994
1409,2376,2687
1409,3868,442
1410,1186,1267
1410,2226,826
1410,2226,2618
1411,1128,4004
1411,1128,2514
1411,3271,1411
1412,148,140
1412,2104,945
1412,148,2502
1413,174,2958
1413,3388,3274
1413,3388,349
1414,578,117
1414,758,284
1414,444,5190
1415,42,636
1415,362,3877
1415,362,481
1416,1219,686
1416,1384,2530
1416,3373,3121
1417,355,2546
1417,4233,2014
1417,355,2819
1418,1920,3332
1418,1338,593
1418,1338,989
1419,355,4568
1419,2319,730
1419,355,699
1420,2713,3873
1420,35,411
1420,478,4072
1421,2814,221
1421,3388,310
1421,1229,166
1422,2142,3431
1422,24,215
1422,1332,1147
1423,1384,1508
1423,3145,134
1423,3145,3282
1424,187,720
1424,977,70
1424,1024,3269
1426,68,5027
1426,435,1149
1426,68,2431
1427,3145,1324
1427,3145,134
1427,1384,4478
1428,556,1812
1428,4936,550
1428,1086,4579
1429,2226,4668
1429,3352,1079
1429,3352,2966
1430,1384,1172
1430,3373,1430
1430,1384,1664
1431,148,759
1431,102,1547
1431,921,220
1432,1548,139
1432,1548,513
1432,1880,1444
1433,2845,401
1433,2525,11
1433,815,1122
1434,315,1587
1434,2709,2392
1434,1384,304
1435,982,819
1435,2320,3236
1435,2320,4674
1436,3425,4945
1436,148,285
1436,148,210
1437,2226,23
1437,2226,254
1437,2226,504
1438,448,2042
1438,2634,1514
1438,448,4397
1439,1914,2651
1439,3224,2943
1439,526,259
1440,24,5159
1440,24,3382
1440,292,400
1442,2772,860
1442,2772,1060
1442,2772,54
1443,35,3039
1443,540,786
1443,601,176
1444,2949,2749
1444,148,2195
1444,102,339
1445,4586,558
1445,526,41
1445,329,109
1446,2281,895
1446,2281,214
1446,2281,2955
1447,3718,1447
1447,46,1068
1447,46,1162
1448,3373,5008
1448,3373,2425
1448,2709,3127
1449,183,74
1449,183,107
1449,286,2028
1450,1250,1450
1450,1920,122
1450,1746,4116
1451,329,1016
1451,329,50
1451,329,431
1452,204,913
1452,1116,1087
1452,1879,1486
1453,1237,1160
1453,373,1453
1453,693,413
1454,68,4073
1454,693,1330
1454,68,3322
1456,42,1094
1456,42,506
1456,42,1300
1457,3033,4002
1457,3033,3558
1457,4855,2309
1458,315,926
1458,1332,2718
1458,3146,4478
1459,556,1656
1459,148,750
1459,556,2314
1460,526,2025
1460,329,1386
1460,526,43
1461,2252,1461
1461,2252,2476
1461,4006,255
1462,2914,1462
1462,1455,2508
1462,1455,827
1463,3033,193
1463,1219,616
1463,702,1336
1464,398,218
1464,395,2041
1464,1751,202
1465,762,3236
1465,2949,1589
1465,2949,3935
1466,2949,1444
1466,1077,1981
1466,1303,300
1468,24,1048
1468,286,3964
1468,448,2045
1469,1248,878
1469,102,1883
1469,102,107
1470,691,894
1470,691,882
1470,691,964
1471,1020,2563
1471,46,475
1471,1116,2407
1472,292,4494
1472,1892,257
1472,319,1349
1473,526,3168
1473,806,3707
1473,905,2
1474,1384,4923
1474,1219,8
1474,1384,4133
1475,2455,3276
1475,2455,558
1475,3854,1034
1476,150,490
1476,2226,2093
1476,2226,181
1477,68,1678
1477,3288,750
1477,2319,0
1478,1332,2721
1478,1219,130
1478,315,789
1479,2513,3968
1479,292,2941
1479,183,347
1480,46,170
1480,578,1928
1480,46,4206
1481,850,135
1481,448,1524
1481,850,1095
1482,3352,4771
1482,3352,2941
1482,3352,1179
1483,1885,1364
1483,1885,210
1483,1885,3874
1484,2358,839
1484,1329,209
1484,1329,1665
1485,315,1088
1485,3425,947
1485,1518,275
1486,3096,4030
1486,4014,2022
1486,1879,2022
1487,905,205
1487,943,403
1487,905,459
1488,3630,4897
1488,3630,129
1488,3630,1953
1489,363,284
1489,1614,1019
1489,1767,2285
1490,1186,75
1490,1746,2212
1490,921,29
1491,1614,2253
1491,982,3741
1491,1614,1014
1492,921,638
1492,3147,1028
1492,1020,2470
1493,1767,2792
1493,1767,428
1493,24,3632
1494,395,154
1494,568,2802
1494,568,2162
1496,478,2632
1496,478,776
1496,4236,4910
1497,360,170
1497,395,431
1497,395,4355
1498,2745,1925
1498,46,872
1498,1518,1226
1499,888,1939
1499,1972,571
1499,1467,18
1500,435,38
1500,435,58
1500,435,1516
1501,1161,41
1501,68,95
1501,68,4032
1502,758,688
1502,1338,1843
1502,758,2231
1503,187,410
1503,806,2580
1503,1303,82
1504,1507,2193
1504,526,65
1504,329,2373
1506,1248,2230
1506,1248,2655
1506,68,4112
1508,1384,4478
1508,1384,2871
1508,2709,3578
1509,3373,787
1509,758,793
1509,758,10
1510,815,1591
1510,815,51
1510,815,3186
1511,102,2578
1511,3466,585
1511,148,91
1512,4737,897
1512,1384,2982
1512,1384,2496
1513,1859,986
1513,4193,283
1513,2142,906
1514,3505,290
1514,3505,0
1514,693,918
1515,2358,13
1515,2358,2629
1515,2977,2546
1516,435,249
1516,1441,2746
1516,4918,1795
1517,2002,717
1517,2002,1469
1517,806,262
1519,4814,136
1519,363,427
1519,363,1929
1520,373,805
1520,1271,3261
1520,362,170
1521,1657,1924
1521,68,1428
1521,1077,2938
1522,1041,2436
1522,2319,2405
1522,2319,2405
1523,183,694
1523,478,1782
1523,183,995
1524,448,160
1524,3016,823
1524,3016,1700
1525,204,1157
1525,815,1318
1525,46,3697
1526,556,1011
1526,4259,699
1526,1507,3377
1527,1859,7
1527,1859,3677
1527,1859,10
1528,2260,2418
1528,2319,192
1528,2319,211
1529,1868,3684
1529,1041,1356
1529,1041,2664
1530,1934,1941
1530,1934,1941
1530,3505,240
1531,398,1511
1531,815,16
1531,3867,391
1532,1703,916
1532,1970,2044
1532,2376,916
1533,1495,263
1533,1495,2681
1533,1495,17
1534,862,2023
1534,862,975
1534,3582,409
1535,3373,1088
1535,3373,1430
1535,315,3198
1536,373,4184
1536,2376,433
1536,4192,138
1537,3133,1832
1537,1879,3638
1537,2932,3791
1538,3151,3470
1538,1880,437
1538,1248,878
1539,2406,1026
1539,2406,1545
1539,3983,2861
1540,3224,1540
1540,3763,23
1540,3224,1445
1542,315,1654
1542,24,3082
1542,812,471
1543,416,2116
1543,1819,836
1543,416,1124
1544,292,699
1544,448,1986
1544,150,317
1545,2525,829
1545,691,338
1545,702,740
1546,663,3112
1546,663,3213
1546,24,1081
1547,702,1317
1547,1370,64
1547,3983,3144
1549,3541,1327
1549,3541,1549
1549,373,474
1550,1248,1538
1550,225,5023
1550,68,99
1551,3133,4770
1551,1879,3863
1551,4362,3085
1552,1819,7
1552,46,288
1552,1603,994
1553,2914,2153
1553,2414,2759
1553,2414,1012
1554,4654,80
1554,3096,2485
1554,4550,25
1555,691,1876
1555,691,2137
1555,2260,1555
1556,815,546
1556,982,69
1556,982,34
1557,3969,70
1557,3969,3038
1557,3969,3038
1558,42,662
1558,42,346
1558,42,1313
1559,2226,909
1559,183,166
1559,319,431
1560,2513,2756
1560,1219,2213
1560,1219,4668
1561,1359,277
1561,1359,2614
1561,116,791
1562,3481,2476
1562,605,626
1562,605,2971
1563,997,865
1563,997,4829
1563,997,415
1564,148,609
1564,691,509
1564,866,2115
1565,921,2138
1565,148,3964
1565,1425,155
1566,3567,256
1566,1128,389
1566,3567,2042
1567,753,836
1567,753,266
1567,753,567
1568,2281,465
1568,1161,465
1568,2281,781
1569,292,1233
1569,292,1544
1569,174,846
1570,568,3572
1570,568,5098
1570,174,246
1572,862,796
1572,116,2242
1572,46,793
1573,1359,5133
1573,1359,2188
1573,905,1779
1574,943,1191
1574,943,147
1574,943,917
1575,693,3782
1575,1818,57
1575,693,462
1576,68,1279
1576,1657,2749
1576,663,621
1577,605,1230
1577,2252,2587
1577,4071,1361
1578,2877,3307
1578,1020,609
1578,1020,1328
1579,1571,5011
1579,3427,25
1579,3427,2300
1580,4562,3225
1580,579,484
1580,435,914
1581,579,147
1581,1819,1870
1581,1819,19
1582,579,300
1582,579,1580
1582,4601,3548
1583,448,3684
1583,1505,2212
1583,532,95
1584,921,296
1584,4258,1898
1584,1098,103
1585,24,1170
1585,24,4122
1585,24,1872
1586,315,4137
1586,1425,1586
1586,315,1430
1587,315,1779
1587,1384,1512
1587,1332,2871
1588,355,4177
1588,150,1119
1588,1751,3180
1589,1128,349
1589,2949,4499
1589,3512,4760
1590,2768,74
1590,779,1074
1590,2768,886
1591,815,338
1591,815,548
1591,815,546
1592,174,479
1592,601,176
1592,174,2188
1593,1164,179
1593,1332,1147
1593,1425,4214
1594,526,1312
1594,526,3986
1594,526,2473
1595,4416,368
1595,601,1748
1595,779,1686
1596,862,193
1596,3151,4430
1596,3151,215
1597,435,439
1597,2914,471
1597,1851,239
1598,540,4608
1598,4658,1221
1598,4658,2201
1599,315,1399
1599,3376,1535
1599,315,3154
1600,448,4397
1600,601,732
1600,448,3684
1601,2525,827
1601,2525,631
1601,2525,1601
1602,395,298
1602,2713,332
1602,1359,236
1604,225,631
1604,815,2450
1604,225,62
1605,3619,4380
1605,1970,443
1605,568,1008
1606,5071,1692
1606,5071,4248
1606,5071,4248
1607,1271,1728
1607,806,541
1607,691,894
1608,1934,4228
1608,3133,1608
1608,3133,5067
1609,556,422
1609,556,4432
1609,556,1632
1610,1455,3756
1610,1455,5184
1610,1455,1150
1611,2170,4052
1611,1455,4219
1611,1455,4
1612,2905,427
1612,605,2418
1612,225,1062
1613,1338,0
1613,1703,263
1613,1338,593
1615,663,533
1615,812,1141
1615,24,22
1616,102,2443
1616,444,4508
1616,35,417
1617,2461,1331
1617,2461,74
1617,2461,4096
1618,363,671
1618,225,4
1618,1548,2302
1619,329,431
1619,1767,630
1619,1425,4802
1620,2745,32
1620,1248,1062
1620,1248,375
1621,1746,288
1621,4654,1069
1621,605,2355
1622,862,2086
1622,46,539
1622,1703,1368
1623,1024,124
1623,1024,643
1623,2768,2268
1624,2252,1168
1624,2260,327
1624,4362,1551
1625,2880,4334
1625,2880,3375
1625,2880,979
1626,1868,877
1626,1868,3684
1626,1868,934
1627,3766,178
1627,1086,158
1627,3766,141
1628,1819,131
1628,1868,246
1628,1819,638
1629,3096,1037
1629,1505,309
1629,1746,10
1630,4006,455
1630,2370,1648
1630,24,1199
1631,982,942
1631,1077,95
1631,1077,463
1632,526,28
1632,1086,4734
1632,1920,3603
1633,1425,1134
1633,1425,882
1633,1098,190
1634,1269,4082
1634,2047,2266
1634,3388,3906
1635,949,1297
1635,174,513
1635,174,974
1636,901,4007
1636,901,4007
1636,850,2803
1637,4349,303
1637,888,3423
1637,1868,4270
1638,1164,553
1638,1359,1638
1638,1098,19
1639,1086,4982
1639,982,38
1639,806,397
1640,204,1982
1640,4712,5040
1640,2320,358
1641,5071,1606
1641,578,3187
1641,578,284
1642,315,1172
1642,315,1739
1642,1767,1848
1643,398,1987
1643,398,1673
1643,1271,659
1644,2399,91
1644,2399,2781
1644,2399,423
1645,355,4302
1645,187,963
1645,355,143
1646,4737,1646
1646,2142,485
1646,315,1792
1648,286,1449
1648,866,1004
1648,866,1953
1649,330,1050
1649,568,3269
1649,68,1220
1650,1116,1216
1650,3619,767
1650,1248,1173
1651,815,798
1651,46,2956
1651,702,1547
1652,148,70
1652,691,1012
1652,762,959
1653,4406,574
1653,24,637
1653,24,699
1654,1384,1887
1654,3864,107
1654,2142,827
1655,3856,1475
1655,1370,52
1655,850,1387
1656,691,1564
1656,691,1652
1656,691,1054
1658,3567,716
1658,1116,1589
1658,1116,336
1659,556,1683
1659,292,1260
1659,4235,710
1660,2170,40
1660,2170,1435
1660,1338,60
1661,2877,230
1661,286,679
1661,286,2666
1662,526,259
1662,1507,1099
1662,526,4196
1663,395,3643
1663,3608,891
1663,2480,1039
1664,1384,2147
1664,2142,2385
1664,943,2907
1665,448,2242
1665,448,554
1665,758,244
1666,225,5023
1666,862,2832
1666,862,880
1667,116,2787
1667,753,722
1667,753,1667
1668,3582,338
1668,329,2365
1668,2358,1298
1669,1441,3015
1669,1441,746
1669,1914,5
1670,2932,3600
1670,3868,874
1670,1271,710
1671,779,324
1671,905,72
1671,4658,1286
1672,1970,2733
1672,1970,1122
1672,1970,2044
1673,102,761
1673,102,1060
1673,319,2867
1674,1507,357
1674,1507,4758
1674,1507,3561
1675,2320,750
1675,2320,2225
1675,1920,9
1676,1269,463
1676,1041,1071
1676,862,2481
1677,2047,2724
1677,605,4631
1677,2252,3693
1678,395,381
1678,1250,4557
1678,183,2635
1679,3145,1399
1679,3145,1088
1679,3146,1779
1680,691,1607
1680,691,3310
1680,691,737
1681,3481,1369
1681,1934,1530
1681,1879,1067
1682,2170,177
1682,1455,3231
1682,1455,1682
1683,1518,1335
1683,1548,967
1683,1548,4926
1684,4349,1394
1684,4349,96
1684,4349,2317
1685,1329,2133
1685,1329,55
1685,3201,4512
1686,815,5
1686,779,457
1686,866,1004
1687,42,2308
1687,42,126
1687,3541,3409
1688,174,1722
1688,812,3959
1688,148,2274
1689,1329,431
1689,373,17
1689,1329,12
1690,24,1004
1690,866,17
1690,866,2257
1691,363,2638
1691,68,2037
1691,68,5063
1692,116,351
1692,1338,671
1692,5071,1393
1693,362,336
1693,850,257
1693,850,2599
1694,395,1081
1694,3041,205
1694,286,4070
1695,373,521
1695,373,1347
1695,3942,119
1696,116,3328
1696,2226,4775
1696,1085,614
1697,2362,1242
1697,2362,1882
1697,292,519
1698,286,861
1698,3033,2978
1698,4193,4073
1699,1186,124
1699,1098,114
1699,1098,4433
1700,46,1700
1700,46,4651
1700,204,515
1701,315,3079
1701,315,834
1701,1455,3860
1702,102,32
1702,102,672
1702,2415,467
1704,2289,635
1704,292,1786
1704,4374,3530
1705,204,2980
1705,204,3
1705,204,1883
1706,1495,143
1706,46,870
1706,46,872
1707,3271,309
1707,3271,2072
1707,174,1108
1708,540,17
1708,812,1837
1708,866,1648
1709,1020,898
1709,1020,541
1709,1020,1328
1710,2142,2103
1710,2170,714
1710,315,1430
1711,921,125
1711,921,475
1711,2399,4740
1712,1338,79
1712,3220,178
1712,3220,211
1713,3385,313
1713,2358,497
1713,2358,241
1714,362,1415
1714,319,598
1714,362,1842
1715,758,4425
1715,578,2467
1715,578,14
1717,3868,3558
1717,1920,2135
1717,1269,2903
1718,601,198
1718,1098,646
1718,1614,1952
1719,24,1189
1719,24,4423
1719,448,119
1720,556,3678
1720,1505,4617
1720,1732,140
1721,1359,1638
1721,1359,152
1721,1359,250
1722,812,57
1722,174,1875
1722,812,739
1723,3718,2159
1723,3718,2088
1723,3718,1447
1724,762,1465
1724,416,185
1724,148,582
1725,2880,61
1725,102,3136
1725,444,410
1726,2267,356
1726,862,31
1726,2267,38
1727,1161,2584
1727,1161,2340
1727,187,2817
1728,102,797
1728,1271,1670
1728,1751,258
1729,102,1728
1729,4157,424
1729,225,121
1730,3864,7
1730,1425,3079
1730,204,1032
1731,1571,880
1731,605,2433
1731,1571,1579
1733,691,296
1733,35,17
1733,691,1174
1734,1128,389
1734,1128,1734
1734,183,2151
1735,3763,3850
1735,292,1964
1735,3763,190
1736,736,2404
1736,736,729
1736,1086,3223
1737,1213,2118
1737,416,2116
1737,329,76
1738,888,83
1738,1467,2277
1738,1972,5124
1739,315,446
1739,1219,1416
1739,1219,3013
1741,2525,658
1741,174,2143
1741,850,1185
1742,2713,9
1742,1767,4371
1742,3636,67
1743,4654,1069
1743,4654,1554
1743,532,280
1744,3271,2314
1744,921,935
1744,102,1120
1745,779,3414
1745,779,146
1745,2914,17
1747,1219,971
1747,148,819
1747,148,1157
1748,601,803
1748,35,956
1748,35,1668
1749,921,4760
1749,921,188
1749,46,4651
1750,319,1971
1750,319,1406
1750,758,1090
1752,329,188
1752,329,1451
1752,2281,669
1753,35,4513
1753,35,2695
1753,444,1074
1754,1772,2795
1754,1772,737
1754,1772,200
1755,315,4802
1755,116,1949
1755,3146,1423
1756,1772,487
1756,24,1403
1756,578,159
1757,398,365
1757,1548,40
1757,1400,1724
1758,943,678
1758,1400,1706
1758,35,2382
1759,758,1514
1759,1495,241
1759,362,763
1760,478,4285
1760,3466,1765
1760,478,293
1761,3942,2553
1761,1603,1849
1761,3942,795
1762,1164,342
1762,398,2120
1762,398,1062
1763,3541,4023
1763,1455,1114
1763,3541,4793
1764,977,245
1764,977,205
1764,977,2478
1765,1370,1152
1765,68,2219
1765,3466,1765
1766,292,253
1766,292,966
1766,319,1968
1768,1164,1017
1768,330,4900
1768,1164,107
1769,1359,911
1769,2362,128
1769,2362,4520
1770,2319,219
1770,2319,2288
1770,2319,2109
1771,2480,66
1771,1915,1364
1771,319,1771
1773,315,4203
1773,315,1587
1773,315,1339
1774,753,221
1774,2877,3213
1774,1441,4468
1775,315,4802
1775,1425,2103
1775,68,3322
1776,2142,1513
1776,1332,546
1776,2170,4322
1777,46,4185
1777,148,3869
1777,3253,222
1778,225,223
1778,225,3351
1778,225,4381
1779,921,104
1779,905,2612
1779,2170,2976
1780,812,1270
1780,736,4890
1780,4911,1775
1781,4814,267
1781,3271,3687
1781,68,530
1782,3147,2271
1782,532,1066
1782,3030,6
1783,1819,257
1783,416,12
1783,2814,86
1784,862,2827
1784,862,2581
1784,862,1524
1785,4236,3605
1785,3201,539
1785,3271,1514
1786,319,22
1786,292,2276
1786,444,4946
1787,355,1111
1787,42,1049
1787,355,3347
1788,1603,2605
1788,68,2171
1788,1603,523
1789,187,2045
1789,24,2115
1789,24,3940
1790,1041,1554
1790,2591,1790
1790,2591,219
1791,4550,1554
1791,292,297
1791,556,720
1792,150,735
1792,315,521
1792,150,865
1793,982,724
1793,982,4381
1793,3466,1511
1794,1495,274
1794,478,4266
1794,1495,164
1795,4918,189
1795,360,149
1795,1914,1159
1796,2814,795
1796,363,276
1796,2713,15
1797,2415,3549
1797,943,1487
1797,1915,1364
1798,42,1798
1798,42,3336
1798,42,1415
1799,1024,2171
1799,1024,1424
1799,416,1804
1800,292,1304
1800,1219,932
1800,1219,4668
1801,24,516
1801,292,621
1801,24,1948
1802,3983,3995
1802,862,796
1802,1269,2549
1803,35,716
1803,977,271
1803,1851,741
1804,416,1381
1804,416,912
1804,1085,103
1805,1767,2119
1805,1767,1911
1805,174,1828
1806,1164,1605
1806,4443,1328
1806,1213,566
1807,540,100
1807,540,1991
1807,150,741
1808,1332,3646
1808,315,1088
1808,315,1599
1809,24,1839
1809,1772,146
1809,943,4717
1810,1425,2103
1810,1455,1682
1810,1455,899
1811,68,4885
1811,68,489
1811,68,2443
1812,1859,3254
1812,1859,2923
1812,1859,56
1813,2768,1348
1813,373,2458
1813,330,1768
1814,183,313
1814,444,294
1814,3201,1662
1815,1269,2231
1815,862,4807
1815,779,72
1816,355,1307
1816,355,1251
1816,355,38
1817,373,3548
1817,373,442
1817,373,191
1820,1085,797
1820,1085,3410
1820,1161,1410
1821,148,1848
1821,148,1857
1821,355,502
1822,997,277
1822,997,52
1822,997,22
1823,2877,2936
1823,579,168
1823,2877,4771
1824,187,1503
1824,187,1824
1824,187,117
1825,1732,459
1825,2799,27
1825,943,438
1826,150,2097
1826,3556,349
1826,3556,166
1827,42,2958
1827,315,495
1827,315,2103
1828,24,1149
1828,46,688
1828,1085,941
1829,2949,2202
1829,2949,74
1829,1024,4073
1830,2047,2120
1830,2047,549
1830,329,2522
1831,1833,2862
1831,448,1719
1831,1833,430
1832,3354,327
1832,1934,1677
1832,3133,978
1834,150,1588
1834,448,2427
1834,150,223
1835,286,191
1835,46,972
1835,204,2887
1836,35,1151
1836,1603,89
1836,1237,394
1837,812,3372
1837,174,1351
1837,174,78
1838,1859,7
1838,4562,98
1838,1859,56
1839,24,2089
1839,977,61
1839,24,1839
1840,758,250
1840,758,2757
1840,758,241
1841,2281,66
1841,540,4230
1841,540,3251
1842,444,1616
1842,329,2896
1842,444,671
1843,187,1585
1843,2267,1843
1843,68,4112
1844,46,176
1844,1269,3174
1844,2415,246
1845,3199,508
1845,3199,1257
1845,888,2545
1846,1219,4821
1846,2513,1114
1846,2513,353
1848,435,1320
1848,1495,168
1848,435,112
1849,35,411
1849,35,2567
1849,35,2389
1850,4071,87
1850,2932,1322
1850,2932,2797
1852,24,655
1852,24,4008
1852,24,715
1853,943,17
1853,866,1761
1853,866,2274
1854,398,19
1854,398,241
1854,2525,503
1855,601,670
1855,3452,3749
1855,601,1307
1856,2604,1217
1856,2604,2283
1856,3567,2690
1857,1767,558
1857,1767,3821
1857,1767,311
1858,3033,201
1858,3033,296
1858,3033,808
1861,579,1408
1861,526,2409
1861,444,92
1862,1571,5028
1862,1571,3189
1862,1571,2640
1863,3352,1166
1863,148,654
1863,3352,1005
1864,416,670
1864,416,0
1864,416,1863
1865,1128,445
1865,2281,2379
1865,1128,7
1866,982,4381
